"genotype_id"	"geno"	"background"	"type"	"order"	"rep"	"sample_id"	"MAG5"	"MAG10"	"MAG16"	"MAG18"	"MAG21"	"MAG24"	"MAG27"	"MAG31"	"MAG34"	"MAG40"	"MAG41"	"MAG42"	"MAG48"	"MAG62"	"MAG66"	"MAG73"	"MAG88"	"MAG97"	"MAG121"	"MAG123"	"MAG144B"	"MAG145"	"MAG146"	"MAG148B"	"MAG154"	"MAG157"	"MAG158B"	"MAG169"	"MAG176B"	"MAG177"	"MAG182"	"MAG183"	"MAG184"	"MAG191"	"MAG192D"	"MAG199"	"MAG200"	"MAG201"	"MAG204"	"MAG215"	"MAG220"	"MAG221"	"MAG225"	"MAG230"	"MAG242"	"MAG243A"	"MAG245"	"MAG248"	"MAG258"	"MAG259"	"MAG278"	"MAG282"	"MAG286"	"MAG313"	"MAG320"	"MAG322"	"MAG325"	"MAG342"	"MAG358"	"MAG373"	"MAG384"	"MAG386"	"MAG406"	"MAG417"	"MAG420"	"MAG513"	"MAG514"	"MAG523"	"MAG530"	"MAG533"	"MAG539"	"MAG540"	"MAG701B"	"MAG714A"	"MAG722B"	"MAG726B"	"MAG726A"	"MAG733A"	"MAG739A"	"MAG746B"	"MAG746A"	"MAG748A"	"MAG749C"	"MAG749B"	"MAG755A"	"MAG761A"
"841"	"sunn1"	"A17"	"AON"	6	"A"	"M_841A_S41"	0.715708258453046	-0.70533009315997	-1.95060262085577	0.525944993118405	-1.02681359275091	-1.51459952977271	0.179901983140737	0.135443268389067	1.07742512471864	0.339087035613544	1.03117547768814	1.04192979478684	1.24113362506426	-1.50176837897222	0.493799984221941	-1.32525070848506	1.17315479522992	1.87497574415129	-4.68917476658338	0.310198048043734	0.331032925695084	-1.50396084422391	0.502848513656055	2.20556390358172	-1.49296860651131	-1.56867440896479	-1.39818485850484	-0.814917412118945	-1.60261716290957	1.68316232163806	-1.86553981955438	-0.893837768203805	-0.236417687553085	1.21649143154942	-1.06099257803066	0.136605963029255	-1.54589534075051	1.02431642471	-0.878375821371445	0.541916852363977	-0.300343876972211	-2.44037266048645	-1.78275147421271	-1.44361945789452	-0.743933798725374	-0.568382294356325	-0.095279468193472	-1.36539957185321	-1.19939499405344	-0.542690298483943	-1.5008952712455	-1.39067703972977	-0.325138618724595	-1.33086399461644	0.333430917286848	1.52591250540542	-0.0875243857721981	-0.359450871180223	-0.109986996365664	0.47662896082818	-0.708010472666739	0.996592044089514	1.10515122409225	0.841132027759249	-0.655026683854669	-0.652300781751685	-0.232811922777644	-1.21045281869359	-0.295623364635665	-0.886396998215253	-1.73082487792743	-0.931456255202381	-0.181824537937026	-0.0373874529490145	0.61267650839553	-0.0456855474315494	-1.28254382627388	-0.0328085706655243	0.0908305641725635	-0.409294043460889	-0.518272374873319	-0.349008887763554	0.641931732574313	-1.48645472466994	1.11412562853947	-0.734143256433093
"841"	"sunn1"	"A17"	"AON"	6	"B"	"M_841B_S25"	-0.261542280189839	-2.31214716831009	-1.75761259516968	0.915364756550436	-0.323514301114814	-0.936722623471006	-4.59958594005711	-0.274024493048066	0.299158815679074	-0.0979674295147129	0.406717389329221	0.410615402046955	0.0594318143077029	-0.984318523725955	0.497083216244768	-0.281427772461384	0.847112002742833	1.05123439857649	-0.580801379965328	0.109744074304186	0.00130518155016933	-1.0508893345018	0.0847824322248291	2.58750657773637	-0.558659075067188	-0.451659559029674	-0.706759329675952	-0.349534159646834	-0.585271984134199	1.01379750195538	-0.963365595304299	-0.401193010785297	-1.0666435593669	1.19253254992641	-0.607522464116155	0.0943937543023591	-0.911047927304748	0.52777673952814	-0.571224608454756	0.39126870013897	-0.508017491736474	-1.15419006337383	-1.49354869240239	-0.993770629534378	-1.38097246103838	-0.763182388051943	-0.0332943945068506	-0.868904122894594	-0.449990362586493	-0.757123206812283	-0.636294586681848	-1.33034868298049	0.581948211088721	-0.753410674746448	0.295784664805533	2.7252408361043	-0.472403418934915	0.0445622893811585	-1.02265311794382	0.624294548248142	-0.10770361869064	0.646544027952158	0.163998616883636	-1.53095006050252	0.125762716241129	0.208108015391177	-0.211506724919973	-0.280821252959875	-0.277483428647757	0.00685817929516227	-1.06347144818338	-0.651351202710143	-0.328393954969071	0.0485307460664414	0.565819326942242	-0.517941354849832	-0.0360562257550976	0.0236124254184208	-0.505584906286946	0.0624450511816158	-0.316678677136433	-0.167998796403489	0.128249592809036	-0.356090097157948	-0.115518400860322	-0.46548791187375
"841"	"sunn1"	"A17"	"AON"	6	"D"	"M_841D_S149"	0.000214651626006088	-2.15139046812634	-1.95132537722279	1.08963167444226	-0.828493838931375	-1.63418577591564	-1.32768401898896	-0.701550371393936	-0.402890133667719	-0.178363166606889	0.0433759312936625	-0.378884756800581	-0.887143325024388	-0.717524133478239	0.089559743255587	0.372412619343065	-0.137589669084697	1.27590984358249	-3.24709432859516	-0.29398398443972	-0.320594110958747	-0.957309344308963	-1.40285759946634	1.67758648551476	-1.04569279326309	-0.54981022938002	-0.420123328673135	0.241156389794778	-0.852629593570886	-0.250032381748764	-1.97757910279894	-0.456252398322515	-0.800979895347981	0.418573004674433	-0.745559334588068	-0.0930492992817176	-1.89408055341504	-0.0365608646207445	-0.642640117817892	0.962977382131193	-0.0566889542247688	-2.16960189237413	-1.59171156974648	-1.21805358612376	-0.836009740908842	-1.09908093518713	-0.895312416807518	0.0870184615947564	-0.596051682313568	-0.997908510548143	-0.506792717788752	-1.2234789466691	1.10268683561091	-0.462343827799204	0.868690014845694	2.20586650967634	0.251848446267677	-0.0284973787786771	-1.19758418222664	1.29038498464734	-0.214181798711082	1.00367448613702	0.663905022289179	-0.866159021872562	0.172601239135137	0.594163906643906	0.378720178503201	0.481678688384668	-0.139797969351684	0.350097151711544	-1.37776949494433	-1.43850357111345	-0.0370791794200578	0.22702481290766	1.74506947468404	0.559220326162182	-0.447792001015069	-0.220577760853751	0.913594930349436	-0.489724575120134	-0.538560910498144	0.160361481627673	0.6699992281354	-0.702188661288311	-0.514399332833233	-0.0437192135029924
"841"	"sunn1"	"A17"	"AON"	6	"E"	"M_841E_S83"	-0.796944863764834	-0.975825614421065	-1.81062579277077	1.45541422822609	-0.849077581365319	-1.24773042336912	-4.71826549895149	-0.626363825594049	-0.190530211748196	0.030980691117476	1.76568297234502	0.0330926737838385	0.392533123565388	-1.31786650411673	0.372790325547511	-0.481055664180793	0.436623932957364	1.09429222797162	-1.15950600925679	0.357488672536046	0.086259912299654	-1.57122818041612	-0.598666497195238	2.01808953288455	-1.28450265232039	-0.378897849459759	-0.565801223308039	-0.0204007331843624	-0.807235754513926	0.480029048512827	-1.80420388856597	-0.554070834518158	-0.273681900317628	0.79458716831505	-1.27141940722483	-0.0134919178557265	-1.52853571574555	0.0252829888893118	-0.911378738096194	-0.04619879066147	-0.729052962102617	-0.32450377608897	-1.56393378786147	-1.4417331558524	-1.73105084486319	-0.670732780095036	-0.203802555927183	-0.0863743902237424	-0.771054003977829	-0.784573596872436	-0.222271419341922	-1.19134790018799	-0.213076365627727	-0.187483803845884	-0.162806305626989	2.73331550743653	-1.34330798513294	0.595424423989347	-0.95357873284629	0.513358086193646	-1.03959332805986	1.12515870434277	1.18556132280231	-1.93807651744113	-0.447582586219608	0.138317616196231	-0.32892660650497	-0.354409309357641	-1.10012953143108	-0.121816655300628	-1.046791589447	-1.03035473186561	-0.492425103661577	0.0600986812846159	0.430199152649153	-1.27895966682449	-0.697966020917699	-0.312452326833336	-0.564590418570029	1.10595638724306	0.366596984295237	-0.224943583121882	1.15491611196348	-0.737508425447541	0.225994655815921	-0.644388652040112
"842"	"sunn4"	"A17"	"AON"	8	"A"	"M_842A_S50"	-0.71163286194506	-1.90842872639525	-2.68739437277918	1.20179797166279	-0.806618895941864	-1.54402425767182	-3.64104933745219	0.379370227341741	0.0615402914628947	-0.646593117313513	1.74438900278546	0.109414596408134	3.04428214780317	-1.80739426875942	0.925631612235461	-0.199653759771888	0.50640519114355	0.516537322544963	-2.36330369676398	-0.34174002582479	0.0866049063992095	-2.2037174243419	1.30912568143874	0.215635739074116	-1.39884342571866	-0.873533206862828	-1.11637937988334	-1.26964501582931	-0.795249407765907	2.5670107966836	-2.09695155223727	-2.22789412150014	-1.27363651613652	0.762294450945922	-0.285774938592195	0.324232439797811	-1.9226924554222	0.161947332564183	-0.131344150392899	0.526050162924675	0.628406713301842	-2.94372475906285	-1.96608656215633	-0.331826976704813	-1.45396138793042	-0.281089889917018	-0.847420075101752	-1.32932433476624	-0.907253831310034	-0.850282670514508	-0.766596676124503	-1.198515361025	-1.88441652804553	-1.43407171961887	0.429455688695166	2.19694549633165	-0.771174328258432	0.0769471330938923	-2.30098233978011	1.00681520380002	-2.00729090649883	0.208152963383713	0.677964734483476	-2.18935622693682	-0.414741261701193	0.596023487100728	-0.0554289018740966	-0.0295151906303616	-1.73817737719886	-0.157210400282568	-2.73600010109688	-1.19384663178445	-1.86084479170233	0.806066579779648	0.527281617603629	-0.869410763857203	-0.868183359503292	-0.0913748214302552	-0.811996572469377	0.83263611689179	0.849924622618088	-1.18313884321424	0.461393275640298	-1.07616789310442	-0.224483347840774	-0.719153896625688
"842"	"sunn4"	"A17"	"AON"	8	"B"	"M_842B_S35"	-1.47139447094381	-2.03364208210308	-1.909026480506	2.44368858437873	-0.623802053285293	-1.39341201267779	-5.15040509443675	0.647355013147773	0.639901736468911	-0.298252632007634	1.10535217357281	0.640443973106193	0.890959273983542	-1.42871565196008	0.584707815347273	-1.8041614901036	1.22834582230682	1.34863809394837	-1.13090270838532	0.0356974372578132	0.213392615315456	-1.77892553513443	1.29588511244084	-0.373745356713385	-0.828628963426908	-1.14304997667838	-1.42955269454705	-0.963176613454458	-1.10505301010969	0.824630978933558	-1.7138008898263	-1.89614883768467	-0.425727017425603	0.632198674603761	-1.00326552602794	0.160631370303954	-1.33312435168169	0.796206824629426	-1.13499544050656	2.22202622067764	0.507935788332818	-2.33296275950519	-1.72723699530831	-1.00898660152108	-1.63337475050767	-0.727676158481014	-0.457619253457089	-0.960884573553872	-0.889719117836848	-1.31199875065482	0.116227655039708	-1.15396833631579	-0.416002505838175	-1.29306245513402	0.340826058065606	2.23811992551027	-0.420289010891871	0.141751975328598	-0.781457656919801	0.792068329890267	-0.697286893283147	0.439813794128863	0.85871573733594	-2.21672907148999	-0.411489168377662	0.518636316742503	0.0880148809529716	-1.52893707270014	-0.731893533886762	-0.15282205747321	-1.02795468984229	-1.37026838197034	-1.39712872356449	-0.44820619546972	-0.365372979077992	-0.762406279234898	-0.448156151716112	-0.525864732300408	-0.65198331950784	-0.278436486563664	0.0582527529212552	-0.364414849428045	0.568685073542669	-0.696053912213611	-0.153738621400432	-0.546583405976977
"842"	"sunn4"	"A17"	"AON"	8	"C"	"M_842C_S17"	-0.980188420504149	-1.96794531324247	-1.82623620686406	0.960619430293304	-1.43249045647431	-0.729242103696166	-2.55945085085825	-0.204807606319926	0.613263621545604	-0.466360864929078	0.388617452926301	0.588107706919182	-0.0103480336074223	-1.49944563395341	-0.248566868253432	-1.26855874656034	0.793969948548257	1.22860144290892	-2.81638469302193	-0.576335400132929	-0.0277197346905298	-1.29611643447857	1.33490963410739	1.13899895032215	-0.488361840951371	-1.01510828248662	-1.28497888778611	-0.923494673710105	-0.926729655564062	0.173980985183129	-1.90860451778235	-1.36182495912503	-0.399800430162173	0.380387055750452	-0.657203066727059	0.0123910248051941	-1.82195008986247	0.943231195999655	-1.29701961951134	1.39084785849442	0.391491063639983	-2.86800688044697	-2.04838530544492	-1.63341072610459	-1.70661155527074	-1.04278005854664	-0.186698401622367	-0.679403240219752	-0.559393959375524	-1.24172752465839	0.207815985828392	-1.50162232853471	-0.491674652054459	-1.24206403981262	1.72680584640312	2.03032177937377	0.0314006239055302	1.05700272867945	-1.30494298972228	1.99665947761424	-0.78175537657329	0.821639551258286	0.516151329172788	-1.97719193587752	0.166209176904913	0.956106490947915	0.719243740610742	-1.13448263485724	-0.891689389960503	0.524916763978632	-0.633334261337822	-1.59444046623984	-1.12992954540376	0.941981097391878	-0.265242560211709	0.11792659633857	-0.643437859962209	-0.0263548463179097	-0.300227146008479	-0.221069255912076	-0.0780730507155705	-0.651011805161401	0.700439566049462	-1.40853352103744	-0.983952900647928	-0.612001624399496
"842"	"sunn4"	"A17"	"AON"	8	"E"	"M_842E_S95"	-0.621328591609936	-1.40243984306251	-1.27589896632104	1.80216361129574	-1.24818060917052	-0.94489058304683	-4.22943351598651	-1.01773684254933	0.199117364636745	-0.215444244236639	0.726417943977151	0.135516396827323	0.486158273517322	-1.20380879676958	0.346540450721361	0.103143842646783	0.543792817815261	1.06436248073129	-1.08794240464689	-0.334602202629277	0.146196508982239	-1.45892534696182	1.15811927609261	0.659176047831181	-1.09081317231539	-0.96890685515832	-0.96165863717766	-0.561366411361446	-0.783375534038044	0.930492582482527	-1.46726813271559	-1.21947905481401	-0.167956919836818	0.631071579284615	-1.29816526359774	0.0776628127922033	-1.33029016497838	0.365080434527156	-0.0495564118902974	1.66407297411061	0.904469659267254	-1.03961389010874	-1.57229225230771	-0.600584744491796	-1.12702616339166	-0.721224810095135	0.0731719491721107	-0.742594095988552	-0.548391238531615	-0.963115338873423	0.0973996728779405	-1.22184635961877	-0.203610258216979	-1.0205744101164	0.776776704810195	1.88922272523499	-0.24389119109956	0.095174690777913	-1.02779152291506	0.926772908860095	-1.02899183007301	0.826588919605647	0.591700686257524	0.178202778026837	0.0286809703939465	0.965342198909882	0.290895116938467	0.220042879028588	-1.11282496305127	0.427781653609654	-0.735791138888548	-0.940150380962318	-0.534971971171385	0.256062378188578	0.0765446229463951	-0.328270270081723	-0.447217950059796	-0.391534903336887	-0.390352226124156	-0.469583430531309	-0.165302307768545	-0.346255160663038	0.32950335389252	-0.678790098418444	0.197198371184595	-0.624250026410892
"843"	"rdn1"	"A17"	"AON"	5	"A"	"M_843A_S152"	-0.95371066541922	-2.14655025652081	-1.32231255988123	1.72017859155903	-0.740562855740049	-1.61794867640005	-2.48965987422549	0.342294525861341	0.220481548700905	0.158495249920204	-0.0740759307639805	0.260024482105086	0.227024663783087	-0.695734923142726	0.506440862197752	-1.09742540295302	0.86450745302815	1.6649993076001	-2.63204777785818	-0.0409817449029636	-0.327078968754359	-1.50972110816984	-0.529137922120205	0.45666817022117	-1.10248049959045	-0.567986129270297	-0.829345897676396	-0.55471281052472	-0.815537271424541	0.343315988990361	-1.86251747549121	-0.836483494229652	-0.738271835118968	0.991701887272314	-0.441804575280376	-0.970682503718886	-1.96219893799169	0.451654556918321	-0.856618505349123	0.869824002727345	-0.705517921187158	-2.24016172680993	-1.72319625306233	-1.58731277283616	-1.059679690922	-0.824135152943306	-0.302932958634889	0.059662176723192	-0.293211247717976	-0.269844953768951	-0.639611502549796	-1.22124233572187	-0.196952909691873	-1.10411854522138	1.22602512968686	1.89999871705563	-0.59063875277935	0.908101226821418	-1.33567598184433	1.80859965922759	-1.93055747386531	0.796751175182695	0.559039375417488	-1.97797053184688	0.109657959878382	0.605848159066546	0.514357815453723	-1.00498823344956	-2.05366679483854	0.586709647353885	-0.798234345822112	-0.412861945574055	0.179800038606059	0.913547012533853	0.943626860851172	-0.342578848028831	-0.213279134466015	-0.670629380628279	0.000528351865712193	0.559575822542512	0.0420751933369432	-0.748189840133009	0.538134879395772	-0.141862198202456	-0.245851461673312	0.249266474550872
"843"	"rdn1"	"A17"	"AON"	5	"B"	"M_843B_S45"	-1.39528585969483	-2.04413548384351	-1.36878375734796	0.89707560537034	-1.33652294793675	-1.94026622616453	-1.5443967351349	-0.386163786954347	0.0688461028330084	0.0916363831203901	-0.118688164125975	0.175321754829957	-0.0373819285765178	-0.843854231258475	-0.0734233762409054	-0.458828136160811	0.381370119178552	0.429265992264719	-2.35791871522609	-0.583007976125721	-0.298224864342767	-0.910653637648266	0.0192608951430693	1.19225704387119	-1.26785670136697	-0.502179687979689	-0.851744735104209	-0.614010731058658	-0.7403627351069	-0.353948020394163	-2.31301862760452	-1.13665857286884	-1.02677582889804	0.674702417048172	-0.171882144406282	-0.386533169124596	-2.22272937192248	0.420355798467919	-0.865269573321951	0.292438079531522	1.04356421354501	-1.58643148517474	-1.67342937143607	-1.14574696923585	-1.44379844941208	-0.539932515225084	-0.676449305604454	-0.327446184966579	-0.409076739808685	-0.873018015010596	0.0254511546756593	-1.34261826162191	0.316990748937928	-0.94614443796549	0.841577820957174	3.14948491747573	0.231480316901727	0.270628616652994	-0.562828035674047	1.06062718260067	-1.42056058239326	0.611282124437303	0.449755310334572	-0.641873465064436	0.156336108787712	1.00244527704207	0.334021780039339	-0.431717866032894	-1.37115806046091	0.837606330845973	-0.942403115057769	-1.19732887560084	0.0852296975331647	0.540224454734261	0.74659106483769	0.0283454144256414	-0.355496810509907	-0.403499668065219	-0.0174155949693006	0.513631012535279	0.0230767533626404	-0.0734351313609506	0.439142581874148	-0.0607564925165919	0.459568077181425	-0.0570788509433493
