	MAG5	MAG10	MAG16	MAG18	MAG21	MAG24	MAG27	MAG31	MAG34	MAG40	MAG41	MAG42	MAG48	MAG62	MAG66	MAG73	MAG88	MAG97	MAG121	MAG123	MAG144B	MAG145	MAG146	MAG148B	MAG154	MAG157	MAG158B	MAG169	MAG176B	MAG177	MAG182	MAG183	MAG184	MAG191	MAG192D	MAG199	MAG200	MAG201	MAG204	MAG215	MAG220	MAG221	MAG225	MAG230	MAG242	MAG243A	MAG245	MAG248	MAG258	MAG259	MAG278	MAG282	MAG286	MAG313	MAG320	MAG322	MAG325	MAG342	MAG358	MAG373	MAG384	MAG386	MAG406	MAG417	MAG420	MAG513	MAG514	MAG523	MAG530	MAG533	MAG539	MAG540	MAG701B	MAG714A	MAG722B	MAG726B	MAG726A	MAG733A	MAG739A	MAG746B	MAG746A	MAG748A	MAG749C	MAG749B	MAG755A	MAG761A
M_892D_S106	0.000757105	0.000416039	0.000728818	0.00027672	0.000902971	0.00055034	0.00015448	0.000397687	0.000397305	0.00047876	0.000786217	0.000784013	0.000737429	0.000866855	0.000646953	0.000702009	0.000433949	0.00121367	0.000390139	0.000724631	0.000695085	0.000861514	0.000496011	0.000411862	0.00101758	0.000751264	0.000639974	0.00107653	0.00113445	0.000633351	0.000584706	0.000579123	0.000633097	0.00120713	0.000398196	0.000739466	0.000780793	0.000687737	0.000816886	0.000477071	0.00017582	0.000430358	0.000745397	0.000677332	0.000494191	0.00102897	0.000719983	0.000436154	0.00096599	0.000730641	0.000579486	0.000922289	0.000671589	0.00113737	0.000907873	0.000320284	0.000876637	0.000942382	0.00070339	0.000802537	0.00103559	0.000910021	0.000617723	0.000177872	0.0010369	0.000948829	0.000924998	0.000690264	0.00101993	0.000932344	0.000569483	0.00065943	0.0007806	0.00072146	0.000703611	0.000621957	0.00111729	0.000597394	0.000632963	0.000550144	0.000687041	0.000711073	0.00094656	0.000653288	0.000730167	0.000724425
M_892E_S33	0.000691553	0.000520357	0.000551475	0.000361215	0.000660346	0.000611153	0	0.000398754	0.000608037	0.000376861	0.000567239	0.00099454	0.000636332	0.000708653	0.000851489	0.000608565	0.000759698	0.000995254	0.000259721	0.000623145	0.000736993	0.000610429	0.000497589	0.00047098	0.000532313	0.00058705	0.000654403	0.00109731	0.000860502	0.000428766	0.000543593	0.000433598	0.000753041	0.000952637	0.000413345	0.000628442	0.000561072	0.000905863	0.000610524	0.000443898	0.000298566	0.000485827	0.000631213	0.000499134	0.00045707	0.00065394	0.000716785	0.000474325	0.000855024	0.00072185	0.000611099	0.000916003	0.000421541	0.000993555	0.000948295	0.000515443	0.000511729	0.000932168	0.000429086	0.00089542	0.000814585	0.000957537	0.00057861	0.000127366	0.00113844	0.000873447	0.000950447	0.000598992	0.00080104	0.00141671	0.00041464	0.000660295	0.000602318	0.000708681	0.000574363	0.000601986	0.000938311	0.000640688	0.000600987	0.000546165	0.000692392	0.000620432	0.00100289	0.000501573	0.000594618	0.000676567
M_893B_S28	0.000845578	0.000574906	0.000975273	0.000550993	0.000772301	0.000689742	0.000212402	0.000535195	0.00100178	0.00060215	0.00109033	0.00145085	0.000970829	0.000988888	0.000935133	0.000642337	0.00134422	0.00133203	0.000526186	0.000947917	0.000963485	0.000765944	0.00083136	0.000596118	0.00140931	0.00122676	0.000846181	0.00146679	0.00148076	0.000793628	0.0012601	0.000654548	0.00127391	0.00134513	0.00105966	0.000981873	0.00107826	0.0014131	0.000808513	0.000657501	0.000281847	0.000675042	0.00100109	0.000843132	0.000706012	0.00156048	0.000969878	0.000741165	0.000997383	0.000974021	0.000863596	0.0012385	0.000553488	0.00151992	0.00153452	0.000557213	0.00115133	0.00123928	0.000501275	0.00120188	0.00166487	0.00128768	0.00101395	0.000185444	0.00167137	0.00137715	0.00164293	0.000583476	0.00158761	0.0014119	0.00107193	0.00116285	0.000830136	0.0011551	0.000833828	0.00105615	0.00121888	0.000922247	0.001081	0.000694091	0.0011085	0.000935817	0.00129134	0.00101181	0.000877486	0.00114193
M_893C_S115	0.000526695	0.000342827	0.000416017	0.000269178	0.000851701	0.000756264	0	0.00031687	0.000530794	0.000388052	0.000483613	0.000888277	0.000530298	0.000738211	0.000626149	0.000757816	0.000680342	0.000712814	0.000208325	0.000614151	0.000694465	0.000534452	0.00053433	0.000316907	0.000666384	0.000592684	0.00058994	0.000938411	0.000654598	0.000465219	0.000568597	0.000478214	0.000565554	0.000730529	0.000590073	0.000552621	0.000555738	0.00099471	0.000440497	0.000413078	0.00020953	0.00030693	0.000657971	0.0006878	0.000353895	0.000914901	0.000618113	0.000473208	0.000718424	0.000621929	0.000560785	0.000795481	0.000408585	0.000913954	0.000869452	0.000383486	0.000566656	0.000822327	0.000395433	0.000736121	0.000686393	0.000834186	0.000540749	0.000121624	0.00100958	0.000867342	0.000892193	0.000706438	0.000635774	0.000837212	0.000455977	0.000733981	0.000504951	0.00074538	0.000578187	0.000571677	0.000738106	0.000581123	0.000713754	0.000439624	0.000610224	0.000621633	0.000768835	0.000536167	0.000666994	0.000739476
M_893D_S117	0.000633336	0.000395359	0.000913824	0.000550666	0.000595108	0.000950367	0	0.000378911	0.00074658	0.000660868	0.000740733	0.00119254	0.000621383	0.00112691	0.000766617	0.00114773	0.000961678	0.000980178	0.000261831	0.000838315	0.000786077	0.000895581	0.000624496	0.000568847	0.00123478	0.00120858	0.00079498	0.000988254	0.00137298	0.000596267	0.000739171	0.000638669	0.000829862	0.000960986	0.00078783	0.000757526	0.00063532	0.00111776	0.000624226	0.000611212	0.000376035	0.000455016	0.000988381	0.00114113	0.00075336	0.00107882	0.000918363	0.000612656	0.000977617	0.000822353	0.000766991	0.00103204	0.000773581	0.000855919	0.00127138	0.000531654	0.000747294	0.00109225	0.000739206	0.00108239	0.00122166	0.00108632	0.00071054	0.000404505	0.00126188	0.00134386	0.00152015	0.001253	0.00114941	0.00129099	0.000739354	0.00101703	0.000760916	0.0010696	0.000820615	0.000855809	0.00105919	0.000723584	0.000928427	0.000687567	0.000720567	0.000787254	0.000887622	0.000742707	0.000653767	0.00101874
M_893E_S44	0.000510627	0.000495411	0.000490578	0.00030861	0.000439326	0.000583905	8.75E-05	0.000303155	0.000420396	0.000322655	0.000365866	0.000665929	0.00040323	0.000557508	0.000508616	0.000554199	0.000518454	0.000651239	0.000133569	0.000494455	0.000489709	0.000537037	0.000532507	0.000275694	0.000676034	0.000464781	0.000482288	0.000887855	0.000808626	0.000344692	0.000496645	0.000328238	0.000548704	0.000717556	0.000576716	0.000455662	0.000634259	0.000722496	0.000476692	0.000369422	0.000201081	0.000272445	0.00054316	0.0006978	0.000396217	0.000686441	0.000503445	0.000300723	0.000675677	0.000722111	0.000407954	0.000681887	0.000430894	0.000958153	0.000698911	0.00032079	0.000338732	0.000742964	0.000319914	0.000608661	0.000538078	0.000637849	0.000430351	0.00012195	0.000806859	0.000764045	0.000770079	0.000492156	0.00050481	0.000761466	0.000363857	0.000697111	0.00041507	0.000595439	0.000593369	0.000638062	0.000719281	0.000475094	0.000552019	0.00038704	0.000467441	0.000474538	0.00062976	0.000376753	0.000437055	0.000610987
M_894A_S43	0.000436954	0.000295944	0.000556992	0.000312975	0.00063793	0.000408973	0.000118487	0.000299698	0.000617643	0.000348567	0.00045713	0.000920204	0.000469418	0.000597602	0.000536014	0.000510816	0.00072805	0.000676819	0.000137681	0.000525281	0.000678506	0.000470425	0.000443909	0.000319954	0.000507503	0.000510457	0.000488343	0.000758577	0.000833237	0.000395918	0.00054561	0.000467639	0.000513794	0.000660408	0.000543755	0.000619475	0.000461303	0.000911637	0.000478129	0.000356815	0.000265793	0.000295118	0.000511254	0.000686036	0.000464454	0.000771582	0.000588421	0.00046612	0.000734809	0.000606006	0.000494366	0.000681327	0.000430818	0.000827047	0.000832491	0.000454536	0.000457973	0.000747629	0.000383816	0.00073403	0.000530793	0.000728603	0.000585915	0.000142751	0.000989535	0.000913575	0.000887466	0.000552126	0.000474061	0.000873844	0.000406308	0.000630215	0.000432755	0.000691385	0.000507382	0.000533398	0.000796232	0.000660822	0.000546387	0.000548802	0.000522506	0.000571052	0.000709405	0.000397705	0.000619049	0.000600031
M_894B_S38	0.000487484	0.000295334	0.000457347	0.000198874	0.000582075	0.000554066	0	0.000277907	0.000421121	0.000318229	0.000383886	0.000569049	0.000386505	0.000646648	0.000460726	0.000706467	0.000466866	0.000829765	9.42E-05	0.000452498	0.000527547	0.000451208	0.000453271	0.000328188	0.000591632	0.000555992	0.000489566	0.000808894	0.000862427	0.000389119	0.000520337	0.0003885	0.000420773	0.000784896	0.000536109	0.000490779	0.00045268	0.000700733	0.000359623	0.000386323	0.000112244	0.00027644	0.0005304	0.000468252	0.000299156	0.000732427	0.000494332	0.000352616	0.00051057	0.000523619	0.000439959	0.000577498	0.000353791	0.00082396	0.000735894	0.0003219	0.000503499	0.000713372	0.000334474	0.000690072	0.000545119	0.00074362	0.000415133	9.22E-05	0.000750724	0.000854678	0.000809661	0.000713984	0.000529412	0.000670542	0.000356111	0.000612338	0.000677107	0.000581419	0.000501988	0.000524963	0.000668714	0.000443631	0.000618539	0.00038727	0.000481479	0.000451128	0.000696747	0.000459288	0.000479837	0.000659331
M_894C_S130	0.000461039	0.000566325	0.000509045	0.000252107	0.000775261	0.000405783	8.15E-05	0.000305141	0.000489302	0.000354898	0.000426673	0.000688101	0.000454051	0.000667526	0.000555685	0.000714428	0.000654449	0.000921288	9.71E-05	0.000496368	0.000613055	0.000526473	0.000452217	0.000289491	0.000556793	0.000723709	0.000532916	0.000903788	0.00080671	0.000403354	0.000538345	0.000422051	0.000472824	0.000902369	0.000314948	0.000777075	0.000433113	0.0007513	0.000563365	0.000468275	0.000155857	0.000262619	0.000549645	0.000490914	0.000385374	0.000790885	0.000566169	0.00033478	0.00066491	0.000556841	0.000522623	0.000677391	0.000430897	0.000930109	0.000837976	0.000284597	0.000466836	0.000829051	0.000371811	0.000746082	0.000482096	0.000876332	0.000540392	0.000127625	0.000815342	0.000871872	0.000863694	0.000677154	0.000473093	0.000838772	0.00040012	0.000538342	0.000463635	0.000656342	0.000562657	0.000529447	0.00069913	0.000520588	0.000525183	0.000449421	0.000579223	0.000623042	0.000683134	0.000524832	0.000579758	0.000588486
M_894E_S53	0.000574935	0.000376562	0.000672482	0.000406093	0.000885304	0.000631662	2.26E-05	0.000445537	0.000559923	0.000406313	0.000535555	0.000789462	0.000627858	0.000930035	0.000606996	0.000636734	0.000633667	0.00096243	0.000204955	0.000693479	0.00077074	0.000695731	0.000590781	0.000389825	0.00112184	0.000780218	0.000667112	0.000943538	0.000760018	0.000493795	0.000472771	0.000532881	0.000685168	0.000943222	0.000454948	0.000712357	0.000553437	0.00110516	0.000467487	0.000531564	0.000289953	0.00035871	0.000727631	0.000678586	0.000524419	0.00105624	0.000663149	0.000429984	0.000897601	0.000698668	0.000600467	0.00090373	0.000490064	0.00087278	0.00116788	0.000439571	0.000736998	0.00110306	0.000377517	0.00100144	0.000812386	0.00109386	0.000621766	0.000198967	0.00118787	0.00108143	0.00129013	0.000621118	0.000783044	0.00121113	0.000677554	0.000701185	0.000646469	0.000868671	0.000703348	0.000787269	0.000878317	0.000723929	0.000907397	0.00058091	0.000697063	0.000691962	0.000970268	0.000682524	0.000770604	0.000949081
M_894F_S63	0.000554453	0.000304275	0.000407786	0.0002557	0.000508591	0.000616566	0.000132696	0.00043108	0.000478971	0.000350447	0.000517911	0.000716727	0.000520525	0.000649346	0.000517289	0.000761651	0.000526286	0.000685828	0.000187215	0.000612893	0.000674793	0.000589545	0.000448284	0.000357005	0.000622146	0.000595956	0.000546598	0.00077187	0.000761778	0.000449538	0.000531794	0.00049305	0.000591103	0.000689404	0.00068582	0.000548999	0.000677135	0.000571252	0.000404548	0.000415637	0.000206351	0.000315009	0.000655935	0.000808198	0.000344499	0.000938142	0.00058013	0.000478492	0.000690461	0.000585745	0.000542479	0.000759638	0.000464004	0.00072478	0.000990939	0.000405184	0.000584663	0.000909652	0.000379838	0.000929859	0.000654341	0.000936221	0.000528623	0.000128768	0.00101407	0.00099358	0.00100214	0.000814492	0.000625177	0.00108956	0.000413512	0.000825612	0.00054084	0.000746437	0.000582213	0.000597469	0.000874707	0.000549525	0.00069899	0.000454977	0.000619148	0.000519776	0.000712013	0.000544998	0.000567644	0.000771
M_C86_NLA_S72	0.000364359	0.000305747	0.000374587	0.000213332	0.000344796	0.000405129	0.00013079	0.000283693	0.000439609	0.000325824	0.000330318	0.000656063	0.000384258	0.000412757	0.000377414	0.000584034	0.000604069	0.000449915	0.000259862	0.000463158	0.000422525	0.000325868	0.000387823	0.000245361	0.000400301	0.000411412	0.000376357	0.000590172	0.000446119	0.000299493	0.000531109	0.000341029	0.000408479	0.000430291	0.000272355	0.000382574	0.000555334	0.000653621	0.000382614	0.000318376	0.000181621	0.000297609	0.000371703	0.0003829	0.000314772	0.000400134	0.000462958	0.000290731	0.000473588	0.000413463	0.000373579	0.000439506	0.000334805	0.000518272	0.000556272	0.000220057	0.000337328	0.000498162	0.000331132	0.00047314	0.000616695	0.000517477	0.000397045	0.000177882	0.000559151	0.000614649	0.00056911	0.000572756	0.000613153	0.000576255	0.00039354	0.000410196	0.000385918	0.000492918	0.000390264	0.000405868	0.000505611	0.00040323	0.000419051	0.000383455	0.000432322	0.000388531	0.000431388	0.000380131	0.000368737	0.000447437
M_C86_NLB_S220	0.000450823	0.000380514	0.000464009	0.000262682	0.000422389	0.000497433	0.000155589	0.000350844	0.000553107	0.000406352	0.000414446	0.000840109	0.000475618	0.00051157	0.000472074	0.000830194	0.000722509	0.000543499	0.000299357	0.000572052	0.000524957	0.000401041	0.000472796	0.000298791	0.000488002	0.000510554	0.000460474	0.000730031	0.000556038	0.000367574	0.000653218	0.000415486	0.000498419	0.000520139	0.000331011	0.000469866	0.000697119	0.000894178	0.00046111	0.000392228	0.000222955	0.00036369	0.000464524	0.000468635	0.000394094	0.00048941	0.000575377	0.000367884	0.000583508	0.000510524	0.000465404	0.00054779	0.000410818	0.000630849	0.000722781	0.000286817	0.000412219	0.000606631	0.000407931	0.000593453	0.000729929	0.000634851	0.000485177	0.000214452	0.000702523	0.000788109	0.00071824	0.000819598	0.000727062	0.000729378	0.000487446	0.000503425	0.000479357	0.000612781	0.000480258	0.000500626	0.000641555	0.000503763	0.000516617	0.000472096	0.000524354	0.000479203	0.000534985	0.000467984	0.00045079	0.000553668
M_C86_NLC_S13	0.000489278	0.000415044	0.000499406	0.000289076	0.000457671	0.00055783	0.000173436	0.000381435	0.000589475	0.000436055	0.000445487	0.000917116	0.000508515	0.000561892	0.000510536	0.000744536	0.000783476	0.000619029	0.000323864	0.000625057	0.000561352	0.000435118	0.000521356	0.000317884	0.000539214	0.000552568	0.000504391	0.000780074	0.000621268	0.000405509	0.000698163	0.000461341	0.000557701	0.000583596	0.000356356	0.0005153	0.000756466	0.00087058	0.00048667	0.000433131	0.000242942	0.000395516	0.000497206	0.000515655	0.000423143	0.000545707	0.000617228	0.000404949	0.000647946	0.000550748	0.000504558	0.000601803	0.000443318	0.000681995	0.00077214	0.00029706	0.000449647	0.000662405	0.000440405	0.000649352	0.000783849	0.000687189	0.000537548	0.000240277	0.00075305	0.000811265	0.000778114	0.000721929	0.000787161	0.000784339	0.000544184	0.000548786	0.000535672	0.000670858	0.000527831	0.000552145	0.000705627	0.000550927	0.000553702	0.000532993	0.000598437	0.000524878	0.000585032	0.00052399	0.000497131	0.000580451
M_C86_NLD_S24	0.000511308	0.000429922	0.000526221	0.000311249	0.000488528	0.000569976	0.000184836	0.00039581	0.000619281	0.000460385	0.00046808	0.000917079	0.000529363	0.00057633	0.000520401	0.000739326	0.000789189	0.000618542	0.00035206	0.000647963	0.000600322	0.000463997	0.000514557	0.000340418	0.000541163	0.000576186	0.000519785	0.000810927	0.00063577	0.000426768	0.000760072	0.000473878	0.000562881	0.000588533	0.000393221	0.000521923	0.000793814	0.00091898	0.000545066	0.000433672	0.000262711	0.000417339	0.000525766	0.000534917	0.000427115	0.000550399	0.000615757	0.000415536	0.00065189	0.000570375	0.000507455	0.000604696	0.000477629	0.000716063	0.000762696	0.000307462	0.00047652	0.000677328	0.000465605	0.000646631	0.000846545	0.000715647	0.000539827	0.000259677	0.000777059	0.000912651	0.000811195	0.000726222	0.000834207	0.000823266	0.000558211	0.000562306	0.000544806	0.000678547	0.000542706	0.00055696	0.000699671	0.000547684	0.00058653	0.000523488	0.000588955	0.000531905	0.000586612	0.00054141	0.000525312	0.000625925
M_C86_TYA_S34	0.00103373	0.000432823	0.000839179	0.000419523	0.000883651	0.000861698	0.000411378	0.000424706	0.000939544	0.000522514	0.000788546	0.00152296	0.000793528	0.0011342	0.000738785	0.000949522	0.00148381	0.000848341	0.000721101	0.000879522	0.00112423	0.000596507	0.000876785	0.000781389	0.00109543	0.00103225	0.00117415	0.0013124	0.00136157	0.000565181	0.000734999	0.000724345	0.000971829	0.000792815	0.000805373	0.000758905	0.000643364	0.00166846	0.000573847	0.00039002	0.000577681	0.000893215	0.000692597	0.000637769	0.000681624	0.000975265	0.000959735	0.000461844	0.00085257	0.00089605	0.000779691	0.000856195	0.00080407	0.00118141	0.00105986	0.000605011	0.000860235	0.00107583	0.000736455	0.000769497	0.00155579	0.0013227	0.000896674	0.000659189	0.000618322	0.00103736	0.00123795	0.000956603	0.00159059	0.00153088	0.00104304	0.000817516	0.000782646	0.00111283	0.000856976	0.00107108	0.00132756	0.00123288	0.000917811	0.000533859	0.000834345	0.000777751	0.000939506	0.000919083	0.00111687	0.000954116
M_C86_TYB_S221	0.000769475	0.000307059	0.000640202	0.000303579	0.000632139	0.00050283	0.000297792	0.000326751	0.000720768	0.000391206	0.000536306	0.00102576	0.000560363	0.000799957	0.000535676	0.000607985	0.00106621	0.000616638	0.000527607	0.000633287	0.000826166	0.000456109	0.000605919	0.000574949	0.000812709	0.000703614	0.000847933	0.000962581	0.000865901	0.000402432	0.000686811	0.000523719	0.000652899	0.000579572	0.000470468	0.000695483	0.000540833	0.0011448	0.000439111	0.000297007	0.000419923	0.000656972	0.000520038	0.000492144	0.000486093	0.000703357	0.00073363	0.000326155	0.000563746	0.000703686	0.000573048	0.000604363	0.000661469	0.000866549	0.000814766	0.000455879	0.000650373	0.000677956	0.000529603	0.000617014	0.00108624	0.000934142	0.000533165	0.000471505	0.000495094	0.000854469	0.000859278	0.000583194	0.00110841	0.000996935	0.000797799	0.000555625	0.000592293	0.000760358	0.000604544	0.000574874	0.000916808	0.000765955	0.000704751	0.000378609	0.000630628	0.00046895	0.000563259	0.000683842	0.000682535	0.00073092
M_C86_TYC_S54	0.000555808	0.000228743	0.000449211	0.000206625	0.000464815	0.000390275	0.000214793	0.000223322	0.00049995	0.000294889	0.000381136	0.000726736	0.000403516	0.000578136	0.00039589	0.00041751	0.000747276	0.000435749	0.000378585	0.000459459	0.000592926	0.000357606	0.000424238	0.00041583	0.000614086	0.000532012	0.00062857	0.000698518	0.000594363	0.000292351	0.000401197	0.000369443	0.000494775	0.00040159	0.000320321	0.000466805	0.000380572	0.000797356	0.000293534	0.000214015	0.000303853	0.000465925	0.000377034	0.000353271	0.000351705	0.000517072	0.000510139	0.00023938	0.000381111	0.000491254	0.000420765	0.00044627	0.000521941	0.000627494	0.000478023	0.000321159	0.000455264	0.000503226	0.000388903	0.000433809	0.000802781	0.00068343	0.000441013	0.00034408	0.000337622	0.000549472	0.000683681	0.000414923	0.000807745	0.000557489	0.000566446	0.000408793	0.000420555	0.000451549	0.000472075	0.000384079	0.000631854	0.000571255	0.000494268	0.000261446	0.000443033	0.000363744	0.000418544	0.000484838	0.000515964	0.000515783
M_C86_TYD_S64	0.000647971	0.000262276	0.000508574	0.00024967	0.000532147	0.000476438	0.00024462	0.000250384	0.000598615	0.00033429	0.000431868	0.000809266	0.000463508	0.000684697	0.000441736	0.000513521	0.000839544	0.000516159	0.00043883	0.000527577	0.000712842	0.000400435	0.000453752	0.000473554	0.000619826	0.00063725	0.000697348	0.000778644	0.000778624	0.000342984	0.000447078	0.000443726	0.000558011	0.000481953	0.000411978	0.00060268	0.000495387	0.000917283	0.000374428	0.000247399	0.000351132	0.000547798	0.000422455	0.000397238	0.000412787	0.000587963	0.000588881	0.000273619	0.000476792	0.000589205	0.00046869	0.000522877	0.000552352	0.000694246	0.000600603	0.000383174	0.000522452	0.00060087	0.000451474	0.000556553	0.000952133	0.000775394	0.00050706	0.000399657	0.000399445	0.000608887	0.000679112	0.000522043	0.000964331	0.000624125	0.000644269	0.000454047	0.000484153	0.000584939	0.000511245	0.000500309	0.000788912	0.000690596	0.000587618	0.000298631	0.000506158	0.000412816	0.000499248	0.000572449	0.000595004	0.000607812
X_10_A2_S199	0.00113615	0.00084111	0.00101306	0.000838123	0.00101886	0.000967122	0.0011426	0.000529647	0.00102401	0.000747484	0.000804525	0.00155021	0.000964001	0.000951005	0.00108866	0.00143642	0.00133189	0.00106185	0.00112174	0.00115247	0.00128335	0.000705631	0.00103499	0.00106089	0.00110351	0.000964719	0.00137442	0.00197719	0.00103237	0.000786851	0.00125342	0.000641012	0.00103733	0.000961958	0.000722858	0.00106527	0.0010413	0.00187097	0.000828851	0.000754955	0.0010008	0.00143264	0.000920956	0.000886595	0.000754486	0.00121935	0.00105322	0.00102235	0.00118438	0.00127273	0.000995351	0.00124477	0.000767006	0.00192676	0.000963019	0.000826889	0.000697765	0.00134139	0.000842999	0.000864229	0.00242555	0.00138687	0.00104088	0.000692442	0.0012027	0.000967393	0.000791899	0.0013683	0.00229368	0.000747052	0.0010875	0.00102074	0.00137828	0.000969024	0.000742874	0.000696697	0.000879651	0.00103374	0.000859929	0.000781918	0.00102149	0.000967299	0.00102665	0.000795786	0.00100813	0.00105568
X_10_A3_S159	0.00137901	0.00129122	0.00152313	0.00108939	0.0013119	0.00142832	0.00134695	0.000868856	0.00180025	0.00111938	0.00103022	0.00266662	0.00120382	0.00150838	0.00145053	0.00217826	0.00267186	0.00175044	0.00115958	0.00196768	0.00161631	0.000933355	0.00123895	0.00129875	0.00123447	0.00164744	0.00183709	0.00241752	0.00153581	0.000999581	0.00262586	0.00110682	0.00182373	0.00141735	0.000803479	0.00164248	0.00247019	0.00309765	0.00117336	0.00101116	0.00133812	0.00158124	0.00139009	0.00113623	0.000972401	0.00151734	0.00162501	0.00120081	0.00216666	0.00171091	0.00142976	0.0015308	0.00119701	0.00211628	0.0015773	0.0015136	0.00095165	0.00179335	0.00125326	0.0013194	0.00268796	0.00180264	0.00139366	0.000919949	0.00175675	0.0012511	0.00124211	0.00223502	0.00255441	0.00157696	0.00156613	0.00162748	0.00204675	0.0014401	0.0011874	0.0011367	0.00133362	0.00180042	0.00125209	0.0013746	0.00165445	0.00142556	0.0015219	0.0014308	0.00121451	0.00142047
X_10_R1_S184	0.00152183	0.00119655	0.00133901	0.00112557	0.0013641	0.00169304	0.00131921	0.000990032	0.00174031	0.00120859	0.00112948	0.0021941	0.00138158	0.00145166	0.00145083	0.00199186	0.00200658	0.00179797	0.00129453	0.00183851	0.00191835	0.00129143	0.00142077	0.00138328	0.00120898	0.00126574	0.00180586	0.00237789	0.00176054	0.00110555	0.00170598	0.00111475	0.00165691	0.00175696	0.0011075	0.00163021	0.00165521	0.00247301	0.00113857	0.00109464	0.0012548	0.00173079	0.00126739	0.00127677	0.00105532	0.00153073	0.00166477	0.00123032	0.0019723	0.00166095	0.00141427	0.00167324	0.00142428	0.00213523	0.00142902	0.00132594	0.000951837	0.00185286	0.00127137	0.00135936	0.00287939	0.00200905	0.00149822	0.000879599	0.00171736	0.00136308	0.00129825	0.00197108	0.00282965	0.00127	0.00156924	0.00157116	0.00174249	0.00164468	0.00114079	0.0011661	0.00133759	0.00150459	0.00106282	0.00121322	0.00150359	0.00150014	0.00166744	0.00137474	0.00137795	0.00149645
X_10_R2_S216	0.00109053	0.000970192	0.00111544	0.000815045	0.000995601	0.000972775	0.00094848	0.000581557	0.00120246	0.000880462	0.000828737	0.00164808	0.000938045	0.00107998	0.00103746	0.00149732	0.00154411	0.00120865	0.000916926	0.00145183	0.00119622	0.000787771	0.00100402	0.00103268	0.00094921	0.00101356	0.00127133	0.00191805	0.00094871	0.000797939	0.00140417	0.000815568	0.00131041	0.00106003	0.000669459	0.00128506	0.00125822	0.00188854	0.000921941	0.000845704	0.000971298	0.00125977	0.000982184	0.000900588	0.000758444	0.00109018	0.00125192	0.000932763	0.00103768	0.00126389	0.00101743	0.00122629	0.000992023	0.00178296	0.00115677	0.00109198	0.000685017	0.00133955	0.000930606	0.000955102	0.00187923	0.00143666	0.00107793	0.000641613	0.00105766	0.000948975	0.000973018	0.00141443	0.00181905	0.000962169	0.00117926	0.00113442	0.00143323	0.000872128	0.000926408	0.000824279	0.00095664	0.0011207	0.000842391	0.000873229	0.00112724	0.001066	0.00118198	0.000926252	0.000968541	0.00105118
X_10_R3_S171	0.00117694	0.000905564	0.00117506	0.000880941	0.000949319	0.000910851	0.00131655	0.00066988	0.00139763	0.000866384	0.000899837	0.00198374	0.00102416	0.00119165	0.0010609	0.00138421	0.00204846	0.0012727	0.00114516	0.00132002	0.00144003	0.000889076	0.00103295	0.00127336	0.00118982	0.0013507	0.00151318	0.00188304	0.00126184	0.000905977	0.0012468	0.000782148	0.00125116	0.00102767	0.00074696	0.00112659	0.00128836	0.00220613	0.000904267	0.000797725	0.00102548	0.00155625	0.00102775	0.000967802	0.000861317	0.0011947	0.00117648	0.000984206	0.00221433	0.00127902	0.000992486	0.00133217	0.00106759	0.00169187	0.00141025	0.001107	0.000892674	0.00148246	0.000942408	0.00128343	0.00250516	0.00158822	0.00104866	0.000814158	0.00132549	0.0010489	0.00145095	0.00130557	0.00241594	0.00125312	0.00120736	0.00119679	0.00175987	0.00115966	0.000982886	0.00104332	0.00110104	0.00121515	0.00115672	0.000902145	0.00112244	0.00105925	0.00126067	0.00114746	0.00117242	0.00135931
X_10_TY2_S188	0.000283274	0.000229819	0.000251016	0.000723211	0.000277163	0.000256735	0.000486517	0.000188408	0.000284451	0.000211098	0.000233968	0.000514962	0.000228828	0.000267113	0.00023904	0.000376954	0.000413859	0.000296485	0.000147303	0.000297569	0.00028402	0.000198786	0.000218841	0.000462766	0.000233363	0.000244633	0.000250638	0.000368692	0.000242124	0.000230813	0.000339385	0.000205192	0.000237507	0.000275181	0.000226359	0.000232381	0.00033706	0.000484341	0.000235756	0.000217511	0.000241786	0.000248692	0.00022972	0.000259329	0.000204358	0.000225937	0.000260579	0.000239534	0.000252053	0.000288816	0.000242488	0.000294086	0.000216525	0.000316324	0.000362961	0.000193684	0.000196892	0.000460348	0.000228442	0.000340338	0.000329718	0.000463334	0.000245158	0.000211199	0.000303473	0.000363954	0.000333785	0.000371127	0.000309793	0.000364532	0.000273556	0.000239938	0.000227173	0.000282586	0.000204349	0.000216662	0.000319609	0.000236571	0.00025996	0.00022691	0.00028137	0.000270807	0.000330486	0.000233213	0.000263183	0.000271098
