	MAG5	MAG10	MAG16	MAG18	MAG21	MAG24	MAG27	MAG31	MAG34	MAG40	MAG41	MAG42	MAG48	MAG62	MAG66	MAG73	MAG88	MAG97	MAG121	MAG123	MAG144B	MAG145	MAG146	MAG148B	MAG154	MAG157	MAG158B	MAG169	MAG176B	MAG177	MAG182	MAG183	MAG184	MAG191	MAG192D	MAG199	MAG200	MAG201	MAG204	MAG215	MAG220	MAG221	MAG225	MAG230	MAG242	MAG243A	MAG245	MAG248	MAG258	MAG259	MAG278	MAG282	MAG286	MAG313	MAG320	MAG322	MAG325	MAG342	MAG358	MAG373	MAG384	MAG386	MAG406	MAG417	MAG420	MAG513	MAG514	MAG523	MAG530	MAG533	MAG539	MAG540	MAG701B	MAG714A	MAG722B	MAG726B	MAG726A	MAG733A	MAG739A	MAG746B	MAG746A	MAG748A	MAG749C	MAG749B	MAG755A	MAG761A
M_841E_S83	0.000366859	0.0002356	0.000332122	0.000249383	0.000322826	0.000338243	2.42E-05	0.000261598	0.000468877	0.000282683	0.000431582	0.000648229	0.000386487	0.000413048	0.000370412	0.000484575	0.000537149	0.000522825	0.000162423	0.000390625	0.000398021	0.00035103	0.0003122	0.000299543	0.000413803	0.000344649	0.000349024	0.000563273	0.000359978	0.000315469	0.000405556	0.000250033	0.000347831	0.000520438	0.000444762	0.000381046	0.000360498	0.000716496	0.000427361	0.000291078	0.000135451	0.000248721	0.000420425	0.000541856	0.000251579	0.000545949	0.000414313	0.000272969	0.000430494	0.000415388	0.000357695	0.000454121	0.000265364	0.000487293	0.000509625	0.000357511	0.000343619	0.000527188	0.000246045	0.000461883	0.000427596	0.00056435	0.000449845	9.48E-05	0.000503883	0.000509496	0.000543648	0.000473963	0.000418974	0.000505331	0.00026876	0.000489281	0.000298156	0.000426836	0.000363653	0.000380079	0.000433401	0.00038577	0.000343032	0.000433774	0.000454646	0.000396618	0.000500654	0.000281913	0.00038128	0.00038738
M_842A_S50	0.000525561	0.000349786	0.000398845	0.000454928	0.000571653	0.000571556	6.28E-05	0.000531016	0.000770783	0.000441641	0.000868758	0.00111992	0.00104423	0.00056177	0.0007073	0.000880895	0.00101543	0.000827964	0.000193531	0.000611643	0.000764737	0.000438038	0.000829495	0.000342712	0.000891133	0.000601723	0.000592542	0.000965402	0.000593035	0.00085967	0.000617803	0.000489356	0.00068218	0.000838262	0.000458378	0.000638726	0.000693321	0.00128592	0.000472769	0.000608812	0.000352592	0.000318099	0.000690114	0.000625689	0.000437164	0.00121131	0.000762044	0.00037956	0.000907691	0.000694724	0.000596993	0.000741606	0.000412712	0.000724885	0.000963168	0.000538134	0.000481353	0.000809075	0.000545142	0.000912588	0.000563077	0.000867909	0.000711269	0.000152622	0.000987627	0.00096998	0.00105082	0.000867291	0.000523903	0.00114557	0.000649891	0.000747866	0.000692562	0.000859004	0.000656015	0.000671226	0.000892638	0.000670181	0.000681977	0.000782907	0.000832877	0.000831537	0.000758972	0.000532524	0.000801449	0.000611071
M_842B_S35	0.000692636	0.000304314	0.000478074	0.000489499	0.000459871	0.000592469	3.18E-05	0.000441612	0.000752391	0.000387474	0.000562782	0.00113576	0.000554308	0.000588485	0.000549827	0.000623531	0.000970542	0.000777766	0.000226638	0.000525007	0.000594389	0.000478933	0.000711889	0.00030236	0.000542066	0.000461201	0.000621311	0.00083183	0.000506392	0.000474813	0.000588604	0.000404598	0.000515115	0.000769057	0.000605053	0.000532307	0.000491853	0.00120524	0.000601028	0.000700808	0.000300726	0.000340692	0.000486019	0.000516608	0.000327364	0.000839737	0.000601764	0.000335358	0.000676637	0.000766117	0.000513806	0.000588086	0.000355884	0.000748305	0.000786608	0.0004667	0.000407798	0.000706584	0.000331838	0.000732946	0.000599227	0.000761936	0.000614257	0.000136218	0.000767173	0.000803824	0.000820189	0.000544629	0.000587654	0.000905074	0.000382428	0.000801879	0.000436107	0.000690519	0.000475712	0.000514327	0.000617358	0.000540289	0.000512509	0.00054351	0.000563176	0.00054857	0.000640845	0.000401669	0.000548217	0.000541683
M_842C_S17	0.000493395	0.000351247	0.000581691	0.000431825	0.0006403	0.000490229	8.89E-05	0.000433784	0.000941579	0.000432983	0.000562861	0.0012836	0.000543758	0.000809403	0.000569813	0.000722663	0.00118186	0.000901496	0.000173109	0.000605057	0.000669585	0.000437122	0.00086445	0.000422382	0.00062842	0.000631996	0.000645735	0.000984106	0.000666491	0.000490649	0.000638259	0.000424987	0.000587629	0.000865677	0.000439073	0.000634007	0.000727019	0.00143109	0.000671641	0.000721076	0.000329398	0.000380533	0.000631428	0.000916141	0.000352266	0.000954548	0.000700074	0.000410459	0.000792695	0.000709702	0.00064104	0.000843172	0.000422283	0.000780595	0.00131359	0.00054947	0.000530023	0.000955705	0.000414056	0.00119319	0.000702549	0.000982626	0.000706704	0.000159189	0.00119351	0.0012497	0.00122827	0.000696187	0.000692448	0.00135201	0.000492392	0.000970964	0.000602217	0.000962833	0.000624953	0.000714504	0.000908175	0.000676404	0.000644788	0.000623014	0.00068541	0.000653247	0.000813936	0.000540021	0.000659455	0.000689024
M_842E_S95	0.000588508	0.00039814	0.000524342	0.000569161	0.00075202	0.000563689	5.50E-05	0.000410102	0.000839251	0.000517573	0.000667546	0.00117278	0.000660671	0.000808416	0.000674995	0.00105282	0.001021	0.000946245	0.000306995	0.000703739	0.000757313	0.000605966	0.000875571	0.000434677	0.000718001	0.00065477	0.000691586	0.00100986	0.000670886	0.000639753	0.000696694	0.000502165	0.000652572	0.000915333	0.000646464	0.000663102	0.000761479	0.00130673	0.000572742	0.000802128	0.000422302	0.000402433	0.000697543	0.000635559	0.000436896	0.000960247	0.000785063	0.000439817	0.000851301	0.000742697	0.000656978	0.000853685	0.000489999	0.000962147	0.00109902	0.000563607	0.000551375	0.000933305	0.000534836	0.000981683	0.000795174	0.000980253	0.000747847	0.000317119	0.00115225	0.00115068	0.00117082	0.00102806	0.000771882	0.00118014	0.000531927	0.000765705	0.00058117	0.000903355	0.000675164	0.000720729	0.000852307	0.000681389	0.000666734	0.000622473	0.000696775	0.000683779	0.000798406	0.000565371	0.000686462	0.000762181
M_843A_S152	0.000464438	0.000322281	0.000338014	0.000342001	0.000426209	0.000436736	6.52E-05	0.000375831	0.000632261	0.000368341	0.000405948	0.000938878	0.000414873	0.00054439	0.000484109	0.000550549	0.000762377	0.000735879	0.000128397	0.000464545	0.000525839	0.00034054	0.000422648	0.000254079	0.000427744	0.000501131	0.000430226	0.000732634	0.000564339	0.000372247	0.000388575	0.000361699	0.000425742	0.000699469	0.00031749	0.000476631	0.000499709	0.000946629	0.00039027	0.000450993	0.000177025	0.000204691	0.000469455	0.00050078	0.000303876	0.000693995	0.000480461	0.000354753	0.000700906	0.000507391	0.00041998	0.000578484	0.000323491	0.000698617	0.000865748	0.000369306	0.000427467	0.000684469	0.000328766	0.000819075	0.000363122	0.000697194	0.000511058	0.000121362	0.000880267	0.000902785	0.000872244	0.000529337	0.000360579	0.000861721	0.000335812	0.000451568	0.00046652	0.000702101	0.000545484	0.000533495	0.000689118	0.000452588	0.000485066	0.000507654	0.00053524	0.000478147	0.000559701	0.000409786	0.000439377	0.000545957
M_843B_S45	0.000512904	0.000280244	0.000371224	0.000344882	0.000670332	0.000504444	9.57E-05	0.000347499	0.000649901	0.000373256	0.000421038	0.000889732	0.000434186	0.000588655	0.000444073	0.000636076	0.000762247	0.00061431	0.000158462	0.000461535	0.000527938	0.000377099	0.000482607	0.000336316	0.000487853	0.000534542	0.000444858	0.000670077	0.000597622	0.000363824	0.000465526	0.000419326	0.000452397	0.000586599	0.000337582	0.000442114	0.000456759	0.00092547	0.000401716	0.000418756	0.000296636	0.000268479	0.000475775	0.000434047	0.000297965	0.000595111	0.000541914	0.000337918	0.000711227	0.000502194	0.000470546	0.000533084	0.000384876	0.000633853	0.000858997	0.000511607	0.000450827	0.000662174	0.000358419	0.000766251	0.000507416	0.000702878	0.000523457	0.00018465	0.000945753	0.00089335	0.000981622	0.000638826	0.000483987	0.000880463	0.000379705	0.000556274	0.000480975	0.000701393	0.000563196	0.00056032	0.000682117	0.000488698	0.000532254	0.000512493	0.00055404	0.000486712	0.000578412	0.00042684	0.000485561	0.000574499
M_843C_S29	0.000422144	0.000285855	0.000324491	0.000270616	0.000458519	0.000463911	4.72E-05	0.00029847	0.000562196	0.000304157	0.000408565	0.000817141	0.00042643	0.00058603	0.000462323	0.000577368	0.000725248	0.000553182	0.000198625	0.000494648	0.000569418	0.000385146	0.000426284	0.000313649	0.00044174	0.000476144	0.000445462	0.000700651	0.000526991	0.000349744	0.000453108	0.000400772	0.000518799	0.000542718	0.000526564	0.000432153	0.000427648	0.000921535	0.000331823	0.000380866	0.000187995	0.000260837	0.000436893	0.00043057	0.000293784	0.000709244	0.000503447	0.00041231	0.000683363	0.000488342	0.000437595	0.000573229	0.000357024	0.000662955	0.000783076	0.000387878	0.000412485	0.000664627	0.000316018	0.000724054	0.000421128	0.000684039	0.000442378	0.000167586	0.0009075	0.000776553	0.000838977	0.000571934	0.000402187	0.000803324	0.00035281	0.000539924	0.000421054	0.000639037	0.000491655	0.000486287	0.000617948	0.000479594	0.000488202	0.000422262	0.000474962	0.000463148	0.000568608	0.000458699	0.000474414	0.000529022
M_844B_S55	0.00159279	0.000930226	0.00114588	0.000671473	0.00119073	0.00104928	0.00013911	0.00105197	0.00116533	0.00129949	0.000936446	0.0016644	0.00109278	0.00138101	0.0012843	0.00119305	0.00214915	0.00163583	0.000663228	0.00158263	0.00179809	0.00152958	0.00147279	0.00115266	0.00141473	0.0012386	0.00131931	0.00260364	0.00194313	0.00101556	0.000890593	0.000748937	0.00181678	0.0013758	0.00147422	0.00174999	0.00110632	0.00187391	0.00115592	0.00107917	0.000464487	0.00124225	0.00134417	0.00130933	0.000855334	0.00235697	0.00148173	0.000785512	0.00164834	0.00199654	0.00131073	0.0016597	0.00128488	0.00269506	0.00176179	0.0016723	0.00112542	0.00229973	0.00107394	0.00157593	0.00188957	0.00250743	0.00159984	0.000309885	0.00225352	0.00206651	0.00208473	0.00152621	0.00170681	0.00195639	0.00122842	0.00165221	0.000865223	0.00142136	0.00124386	0.00119924	0.00163892	0.00154563	0.00163429	0.00145319	0.00156604	0.00179902	0.00159939	0.000893574	0.00111723	0.00169481
M_845A_S71	0.000531977	0.000278668	0.00045424	0.000392223	0.000642285	0.000448549	0	0.000432473	0.000660009	0.000567544	0.00055835	0.000933283	0.000556168	0.000749888	0.000388912	0.000402529	0.00084638	0.00101022	4.27E-05	0.000742847	0.000388209	0.000304346	0.000449888	0.000413264	0.000617987	0.000797584	0.000441914	0.000949116	0.000622135	0.000313277	0.000486492	0.000623407	0.000465878	0.000947541	0.000497304	0.000362509	0.000498982	0.00113046	0.00047143	0.00027734	0.000310799	0.000153099	0.000426593	0.000601931	0.000347414	0.000649815	0.000807766	0.000253118	0.000875053	0.000738809	0.000307799	0.000621492	0.000270957	0.000745938	0.00107648	0.000375391	0.000621692	0.00051068	0.000331169	0.000923821	0.000139286	0.000436623	0.000547375	0.000129416	0.0010784	0.00136692	0.000846233	0.000369924	0.000123815	0.000748208	0.000366837	0.000545125	0.000547616	0.000685526	0.00070328	0.000577351	0.000843235	0.000598764	0.00069592	0.000596454	0.000501075	0.000639273	0.000372743	0.000646745	0.000643308	0.000728619
M_845B_S65	0.000824206	0.000621215	0.00083102	0.000448011	0.00154543	0.000991237	0	0.00100739	0.000974638	0.000721615	0.000804604	0.00167429	0.000789059	0.00124962	0.00118632	0.00244646	0.00105143	0.0010509	0.000480659	0.000904817	0.00102112	0.000993642	0.00119006	0.000807886	0.00154805	0.00114924	0.00124951	0.00143753	0.00120157	0.000865527	0.000969333	0.00109698	0.00078976	0.00119514	0.0012779	0.0007998	0.000854431	0.00169726	0.00149265	0.000811558	0.00032261	0.000769361	0.0010688	0.000895974	0.000784935	0.00143051	0.00094675	0.000623659	0.00177606	0.00142509	0.000848726	0.00139515	0.000796883	0.00133556	0.00197015	0.00073357	0.00118335	0.0013346	0.000949865	0.0014089	0.00163134	0.0014013	0.000835441	0.000179329	0.00189585	0.00165757	0.00177273	0.00236499	0.0014998	0.00174208	0.000892659	0.0015849	0.000941305	0.00166597	0.00137291	0.0015825	0.00156198	0.00151559	0.00139057	0.00107643	0.00121575	0.00130625	0.00104097	0.000865168	0.000988572	0.00156001
M_845C_S39	0.000856085	0.000391757	0.000770074	0.000352517	0.000813244	0.00102912	0	0.000771563	0.00104848	0.000660232	0.000562566	0.00152385	0.000489784	0.00077306	0.000460701	0.000893547	0.00126912	0.000995418	0.000322796	0.000844569	0.000606365	0.000536163	0.000502444	0.000495359	0.00102969	0.000754771	0.000689438	0.000899327	0.000829596	0.000685831	0.000804395	0.000513309	0.000593846	0.000883799	0.000669907	0.000818885	0.000627678	0.0016268	0.000808575	0.000555617	0.000317888	0.000376027	0.000743564	0.000679074	0.000499055	0.00097783	0.00109318	0.000421197	0.00116782	0.00089156	0.000662141	0.000757493	0.000410225	0.000639644	0.000919543	0.00046577	0.000538416	0.000813804	0.000719724	0.000861603	0.00051339	0.000912661	0.000670616	0.000127638	0.000938957	0.00121802	0.000901597	0.000910671	0.000450909	0.00159037	0.000686934	0.000943468	0.000615279	0.000981178	0.0010096	0.000669505	0.000948888	0.000707797	0.000669855	0.000960237	0.0006606	0.000916723	0.000774496	0.000552416	0.000911871	0.000778969
M_845E_S107	0.0005665	0.000583014	0.000711376	0.0003951	0.00100097	0.000578918	2.51E-05	0.000579957	0.000496641	0.000666367	0.000962673	0.000938624	0.00103442	0.000770911	0.000549581	0.000643236	0.000702576	0.000808614	0.000215315	0.000670002	0.000723921	0.000429744	0.000485115	0.00045556	0.000634815	0.000702555	0.000604511	0.000991985	0.000762113	0.000645036	0.000625562	0.000517294	0.000611728	0.000757691	0.000815254	0.000643154	0.000590517	0.000935042	0.000629637	0.000583496	0.000168707	0.000358498	0.000596689	0.000926992	0.000436749	0.00114302	0.000793692	0.000425139	0.000778982	0.000769996	0.000951431	0.000785844	0.000605166	0.000670871	0.0010423	0.000455985	0.00084897	0.000879401	0.000373005	0.000990389	0.000412951	0.000975664	0.000687943	0.000183275	0.0010947	0.00109957	0.00102253	0.000645413	0.00034513	0.00127069	0.000776454	0.000974978	0.000621047	0.000866591	0.000643785	0.000915887	0.000800457	0.000699098	0.000702382	0.000944107	0.000930901	0.000682931	0.000833371	0.000576377	0.000765643	0.000802512
M_846A_S190	0.000502623	0.000360903	0.000359599	0.000323122	0.000492821	0.000514418	9.28E-05	0.000550151	0.000599881	0.000386755	0.000521963	0.000848336	0.000491365	0.000644279	0.000521598	0.000585377	0.000758822	0.000826157	0.000252944	0.000591722	0.000631149	0.000414141	0.000517453	0.000487769	0.000610189	0.000598885	0.000557119	0.000922831	0.000743041	0.000409459	0.000631774	0.000372557	0.00053834	0.00079563	0.000449297	0.000503156	0.000528765	0.000807256	0.000398112	0.000397282	0.000306681	0.000385831	0.000584419	0.000665386	0.000402744	0.000704049	0.000634816	0.000398005	0.000853584	0.000908847	0.000674231	0.000725794	0.000359313	0.000983508	0.000890655	0.000565702	0.000474359	0.000788865	0.000365849	0.000813835	0.000691242	0.000822429	0.000573804	0.000136303	0.00117686	0.000903893	0.00102982	0.000606225	0.000680952	0.000905829	0.000376235	0.000655297	0.000585395	0.000743031	0.00057986	0.000604597	0.000711653	0.000582416	0.000582679	0.000755702	0.00076007	0.000606474	0.000633814	0.000487447	0.000523201	0.000632308
M_846B_S74	0.000585533	0.000306323	0.000413569	0.000383137	0.000494165	0.00051538	0.000190143	0.000477391	0.000566697	0.000384404	0.000606546	0.000898576	0.000642605	0.000612868	0.000540114	0.000605252	0.00074479	0.000811753	0.000273427	0.000589119	0.000582639	0.000494436	0.00061041	0.000377931	0.000578013	0.00054806	0.000578169	0.00084339	0.000775124	0.00043583	0.000408476	0.000377152	0.000552492	0.000803456	0.000544383	0.000576439	0.000503464	0.000849453	0.000438914	0.00049152	0.000338459	0.000335501	0.000484294	0.000562792	0.000374699	0.000857386	0.00065008	0.000422264	0.000729134	0.000723645	0.00076388	0.000665501	0.000379169	0.000890214	0.000880146	0.000627134	0.000462294	0.000782595	0.000372011	0.000789534	0.000422326	0.000831002	0.000595772	0.000195818	0.00108337	0.000890727	0.000966915	0.000593402	0.00038186	0.000882492	0.000388393	0.000642278	0.000548523	0.000733339	0.000615084	0.000617246	0.000739358	0.000615801	0.000555724	0.000725586	0.000733191	0.000618132	0.000704302	0.000422985	0.000551831	0.000629561
M_846C_S48	0.000581777	0.000330249	0.000346369	0.00036274	0.000802366	0.000437202	2.36E-05	0.000567517	0.000648874	0.000383554	0.000547814	0.000903465	0.000478706	0.000696465	0.000561091	0.000435407	0.00063289	0.000818294	0.000149998	0.000666417	0.000567522	0.000563926	0.000586887	0.000409353	0.000585447	0.000570834	0.000537621	0.000885987	0.000653186	0.000436657	0.000619295	0.000376022	0.000619295	0.000803547	0.000423324	0.000578572	0.000528325	0.000904612	0.00045189	0.000418088	0.000327022	0.000305244	0.000476351	0.000566189	0.00036348	0.000815007	0.000638705	0.000342927	0.000822214	0.000638622	0.000625512	0.000744714	0.000452857	0.000946367	0.000792715	0.00054825	0.000456239	0.000726838	0.000336789	0.000685934	0.000593698	0.000764728	0.000646864	0.000163858	0.000988544	0.000782996	0.000868985	0.000453321	0.000575848	0.000794303	0.000406656	0.000663254	0.000556461	0.000685141	0.000663042	0.000661409	0.00073858	0.000584789	0.000539654	0.000722548	0.000724388	0.000606114	0.000684572	0.000499754	0.000523657	0.000604755
M_846D_S176	0.000669408	0.000434315	0.000666246	0.000551185	0.000972908	0.000968204	3.29E-05	0.000462346	0.000547488	0.000566611	0.000517944	0.000913672	0.000741175	0.00103346	0.000717119	0.000860939	0.000811512	0.000903304	0.000178863	0.000773991	0.00090329	0.000547257	0.00102929	0.000590107	0.000828454	0.000960658	0.000807813	0.00108593	0.00106821	0.00057603	0.000476688	0.000720017	0.000777524	0.000844131	0.000501356	0.000782847	0.000859725	0.000856195	0.000797268	0.00121045	0.000322835	0.000351288	0.00080338	0.000850785	0.000510286	0.00113169	0.000987338	0.000536204	0.00130841	0.000770696	0.00101937	0.000723051	0.000465983	0.00096984	0.00125672	0.000700585	0.000764189	0.00109622	0.000630419	0.00108455	0.000785463	0.00113065	0.00081116	0.000334137	0.00153539	0.00123678	0.00119044	0.000924487	0.000830966	0.00150385	0.000502209	0.00083285	0.00105935	0.00123077	0.00130747	0.00119979	0.00125881	0.00125744	0.000869645	0.00075604	0.000794245	0.00093022	0.000912741	0.000792902	0.000716392	0.00100452
M_847A_S196	0.000899993	0.000703415	0.000890166	0.000759009	0.000967326	0.00135515	0.000158273	0.00100868	0.00111798	0.000786389	0.000827657	0.00248465	0.000848191	0.00145843	0.00106753	0.00127388	0.00193208	0.00138408	0.00037783	0.00113901	0.00154988	0.000874866	0.00114949	0.00100037	0.00128434	0.00148379	0.00121222	0.00157087	0.00185696	0.000728371	0.0010806	0.00081834	0.00141686	0.0012683	0.00107813	0.00115476	0.00111519	0.00271926	0.00095224	0.000774772	0.000690714	0.000719854	0.00110166	0.00110175	0.000696777	0.00170642	0.00140916	0.000712084	0.00215001	0.00134374	0.00153435	0.00147857	0.000797463	0.00166549	0.00220683	0.00157326	0.00101826	0.00157178	0.000767844	0.00188404	0.00114861	0.00174945	0.00136756	0.000293934	0.00249581	0.00227089	0.00244695	0.00128631	0.00117652	0.00246326	0.000877472	0.00157145	0.00136555	0.00190557	0.00153382	0.00150525	0.00185258	0.00162106	0.00124906	0.00162208	0.00159871	0.00135034	0.00156215	0.00104504	0.00099079	0.00141127
M_847B_S202	0.000877121	0.000536275	0.000593087	0.000688604	0.00118473	0.00066448	0.000214819	0.000899033	0.00104907	0.000635924	0.000854536	0.00241566	0.00086207	0.0013694	0.000928066	0.000725092	0.00156577	0.00188522	0.000335032	0.00101111	0.00106231	0.00100273	0.000971031	0.000694806	0.00107601	0.00176892	0.00124075	0.00157016	0.001759	0.000682684	0.00101349	0.000904643	0.00108843	0.00185473	0.000926008	0.000987729	0.00121038	0.00266122	0.000607603	0.000680596	0.00057251	0.000584762	0.00108472	0.0013144	0.000580282	0.00115296	0.00125	0.000619812	0.00176878	0.00132161	0.00118473	0.00133065	0.0006955	0.00153796	0.00197275	0.00148578	0.00102102	0.00147695	0.000609127	0.0018529	0.00126003	0.00154039	0.00116771	0.000256532	0.00243121	0.00201297	0.00201876	0.000681265	0.00122359	0.00217422	0.00064502	0.00134721	0.00134265	0.00162016	0.00137682	0.00148077	0.00201716	0.00107394	0.00124528	0.00156714	0.00154138	0.00115594	0.00123058	0.000984677	0.000982989	0.00141434
M_847C_S194	0.00100641	0.000575213	0.000679187	0.000693297	0.000897976	0.00113807	0.000127045	0.00102661	0.00171578	0.000674719	0.000876055	0.00253309	0.000944923	0.00103658	0.00109961	0.00175132	0.00219002	0.00124956	0.000456605	0.00105928	0.00133277	0.000951012	0.00102724	0.000941132	0.001415	0.00123756	0.00103593	0.00144429	0.0012601	0.00074283	0.00129202	0.000860766	0.00091279	0.00119806	0.00094925	0.001021	0.000872843	0.00230144	0.000686539	0.000779871	0.000308147	0.000788779	0.000921479	0.00114433	0.000581965	0.0016361	0.00133938	0.000757382	0.00148327	0.0011912	0.00117294	0.00164943	0.000798899	0.00132011	0.00176232	0.00167447	0.000799868	0.00146908	0.000628468	0.00162926	0.00129637	0.00164082	0.00117491	0.000257402	0.00241929	0.00207441	0.00178416	0.00167165	0.00120404	0.00199944	0.000899008	0.0010476	0.00129988	0.00156004	0.00129515	0.00123384	0.00157885	0.00113637	0.00117659	0.00176574	0.0016215	0.00115037	0.00143601	0.000877688	0.00101165	0.00117445
M_847E_S118	0.00138813	0.000987112	0.00155055	0.000901072	0.00150091	0.00174969	0.000247375	0.00127189	0.00154164	0.00111889	0.00165218	0.00247286	0.00153805	0.0015343	0.00151497	0.00223359	0.00226237	0.00202586	0.000568805	0.00144209	0.001621	0.00115281	0.00134322	0.00105339	0.00180924	0.00176247	0.00149901	0.00224697	0.00185299	0.00139873	0.00203507	0.00107145	0.0015085	0.00195629	0.00126186	0.00161788	0.00199758	0.00333847	0.00185731	0.00121595	0.000481989	0.000842092	0.00120348	0.00163669	0.000921107	0.00168765	0.00182674	0.00124145	0.00255218	0.00201871	0.00158674	0.00212442	0.00111725	0.0021421	0.00254056	0.00139746	0.00129685	0.00212956	0.00106707	0.0020771	0.00174237	0.00229219	0.00178518	0.000417318	0.00243514	0.00251005	0.00275443	0.00223191	0.00162266	0.00267904	0.00123978	0.00158373	0.00149121	0.00221093	0.00181517	0.00168543	0.00217157	0.00166071	0.00155534	0.00186	0.00195329	0.00163898	0.00228338	0.00120357	0.00151484	0.00162918
M_851A_S20	0.000444796	0.000367508	0.000401406	0.000317998	0.000610784	0.000466957	2.13E-05	0.000307899	0.000444579	0.000309054	0.00050235	0.000760318	0.000405412	0.000646365	0.000404562	0.000497933	0.000671534	0.00078822	0.000143292	0.000473746	0.00044699	0.000361469	0.000471751	0.000343017	0.000494737	0.00059351	0.000620902	0.000746549	0.000688979	0.000365704	0.000431447	0.000346112	0.000450802	0.000772225	0.000489971	0.000575352	0.000420576	0.000793972	0.000391534	0.000414674	0.000262135	0.000240764	0.000464772	0.000418055	0.000325227	0.000654404	0.00052566	0.000241951	0.000841103	0.000529199	0.000609017	0.000590593	0.000311767	0.000628637	0.000850016	0.000499053	0.00038253	0.000670659	0.000290141	0.000788608	0.000439918	0.000782545	0.000445753	0.000164058	0.00108164	0.00085452	0.0011788	0.000437141	0.000395888	0.0010327	0.000338448	0.000739835	0.00056322	0.000772356	0.000720388	0.000604174	0.000786685	0.000522855	0.000492579	0.000445722	0.000489396	0.000538927	0.00085986	0.000438676	0.000445456	0.000576973
M_851B_S15	0.000539746	0.00046224	0.000468217	0.00048861	0.000689543	0.000704599	6.32E-05	0.000619348	0.000926669	0.000414388	0.000597357	0.00126611	0.000563396	0.0007375	0.000561763	0.000626453	0.000983263	0.000865349	0.000194523	0.000596633	0.000650375	0.000420953	0.000671024	0.000537747	0.00105984	0.000774156	0.000613494	0.000952809	0.000981146	0.000518822	0.000765645	0.000437605	0.00060323	0.000848941	0.000742636	0.000671376	0.000703509	0.00120389	0.000652156	0.000504398	0.000320541	0.000444517	0.000631954	0.000616648	0.000399737	0.00104804	0.000723545	0.000371894	0.00092382	0.000867367	0.000632477	0.000824182	0.000382527	0.000871171	0.00107301	0.000773675	0.00055351	0.00087694	0.000489987	0.000942787	0.000667619	0.000944525	0.000654945	0.000177723	0.0011811	0.00108817	0.00120274	0.000623327	0.000634041	0.0010606	0.000410949	0.000606608	0.000674824	0.000940507	0.000812683	0.000753543	0.000947611	0.000638722	0.000704626	0.000772205	0.000798272	0.000767087	0.000894091	0.000570206	0.000615779	0.00072443
M_851C_S59	0.000350233	0.000208599	0.000339739	0.00036369	0.000571191	0.000363456	5.57E-05	0.000268629	0.000501236	0.000345341	0.000362609	0.000804954	0.000384915	0.000520036	0.000360949	0.000459646	0.000688832	0.000678752	0.000136584	0.000442942	0.000428085	0.000331157	0.00047115	0.000368545	0.000481612	0.000508193	0.000593166	0.000680606	0.000579419	0.000383927	0.000447544	0.000306821	0.000416269	0.000637968	0.00039132	0.000449068	0.000395846	0.000825055	0.000487977	0.000397772	0.000220409	0.000266053	0.000349331	0.000406008	0.000226214	0.000621463	0.000531828	0.000223737	0.000665224	0.000450683	0.000410968	0.000538739	0.000294211	0.00072874	0.000683388	0.000603303	0.000367493	0.000598787	0.00032559	0.000621011	0.00052713	0.000637832	0.000538437	0.000118752	0.000712573	0.000703123	0.000803557	0.000441342	0.000479041	0.000663826	0.000309755	0.000417619	0.000431883	0.000598186	0.000579635	0.000475423	0.000571882	0.000424163	0.000456078	0.00038172	0.000423802	0.00053418	0.000560061	0.000342545	0.000433215	0.000516683
M_851D_S161	0.000444154	0.000281525	0.000431706	0.000407454	0.000691577	0.000617133	3.59E-05	0.000384847	0.000577641	0.000372567	0.000449371	0.00084669	0.000441826	0.00062331	0.000549502	0.000601612	0.000680483	0.000743318	0.000232409	0.00052796	0.000530869	0.000451641	0.00045109	0.000417857	0.000500856	0.000518064	0.000498716	0.000717804	0.000574457	0.000452304	0.000662108	0.000329285	0.000546114	0.000720931	0.000531572	0.000564319	0.000573174	0.000839467	0.000548346	0.000403853	0.000332335	0.000303833	0.000431012	0.000713279	0.00030694	0.000802141	0.000607027	0.000311563	0.00076679	0.000587333	0.000473003	0.000657634	0.000430932	0.000569818	0.000721484	0.000534337	0.000456362	0.000671499	0.000330805	0.000624809	0.000658235	0.000723306	0.000504925	0.000131218	0.000769915	0.00067102	0.000784067	0.000615777	0.000613748	0.00074851	0.000341665	0.000568892	0.000476303	0.000625041	0.000557345	0.000585649	0.000640459	0.00050071	0.000466003	0.000519219	0.000577761	0.000625199	0.000745071	0.00045789	0.000485132	0.000521829
