sample_id.x	genotype_id	rep.x	date_nod_picked.x	X	batch	start	end	Slice	Count	total_area	average_size	percent_area	Circularity	Solidity	sample_id.y	rep.y	cfu_ml	num_alive_apr15	date_on_plant_tag	nodule_harvester	nodule_weight_g	date_biomass_harvested	num_plants	percent_herbivory	flowering	above_biomass_g	below_biomass_g	ratio	num_plants_picked_nods	date_nod_picked.y	nod_distribution	image_above	image_below	envelope_notes	name	background	type	order
839B	839	B	05/11/21	Y	6	NA	NA	839_B_0080_cropped.tif	630	2.475	0.004	3.435	0.845	0.947	839C	C	3.03E+09	3	05/12/21	LTB	0.052	05/12/21	3	5	F	1.42	0.856	1.658878505	1	05/12/21	even	9483	9535		dnf6	A17	Late	1
839B	839	B	05/11/21	Y	6	NA	NA	839_B_0080_cropped.tif	630	2.475	0.004	3.435	0.845	0.947	839D	D	2.84E+08	1	5/13/21	LCL	NA	5/13/21	1	0	N	0.32	0.298	1.073825503	1	5/13/21	even	9508	9550		dnf6	A17	Late	1
839B	839	B	05/11/21	Y	6	NA	NA	839_B_0080_cropped.tif	630	2.475	0.004	3.435	0.845	0.947	839E	E	5.26E+08	NA			NA	5/14/21	1	3	F	1.134	0.516	2.197674419	1	5/14/21	even	9517	9552		dnf6	A17	Late	1
839C	839	C	05/12/21	y	8	NA	NA	839_C_0096_cropped.tif	504	1.62	0.003	2.881	0.784	0.931	839A	A	2.61E+08	3	05/10/21	LTB	0.068	05/10/21	3	5	F	1.539	0.898	1.713808463	1	05/10/21	even	9497	9532		dnf6	A17	Late	1
839C	839	C	05/12/21	y	8	NA	NA	839_C_0096_cropped.tif	504	1.62	0.003	2.881	0.784	0.931	839B	B	2.69E+08	2	05/11/21	LTB	0.014	05/11/21	2	4	F	0.651	0.338	1.926035503	2	05/11/21	even	8985	9564		dnf6	A17	Late	1
839C	839	C	05/12/21	y	8	NA	NA	839_C_0096_cropped.tif	504	1.62	0.003	2.881	0.784	0.931	839C	C	3.03E+09	3	05/12/21	LTB	0.052	05/12/21	3	5	F	1.42	0.856	1.658878505	1	05/12/21	even	9483	9535		dnf6	A17	Late	1
839C	839	C	05/12/21	y	8	NA	NA	839_C_0096_cropped.tif	504	1.62	0.003	2.881	0.784	0.931	839D	D	2.84E+08	1	5/13/21	LCL	NA	5/13/21	1	0	N	0.32	0.298	1.073825503	1	5/13/21	even	9508	9550		dnf6	A17	Late	1
839C	839	C	05/12/21	y	8	NA	NA	839_C_0096_cropped.tif	504	1.62	0.003	2.881	0.784	0.931	839E	E	5.26E+08	NA			NA	5/14/21	1	3	F	1.134	0.516	2.197674419	1	5/14/21	even	9517	9552		dnf6	A17	Late	1
839D	839	D	5/13/2021	Y	7	NA	NA	839_D_0129_cropped.tif	558	1.661	0.003	4.048	0.847	0.936	839A	A	2.61E+08	3	05/10/21	LTB	0.068	05/10/21	3	5	F	1.539	0.898	1.713808463	1	05/10/21	even	9497	9532		dnf6	A17	Late	1
839D	839	D	5/13/2021	Y	7	NA	NA	839_D_0129_cropped.tif	558	1.661	0.003	4.048	0.847	0.936	839B	B	2.69E+08	2	05/11/21	LTB	0.014	05/11/21	2	4	F	0.651	0.338	1.926035503	2	05/11/21	even	8985	9564		dnf6	A17	Late	1
839D	839	D	5/13/2021	Y	7	NA	NA	839_D_0129_cropped.tif	558	1.661	0.003	4.048	0.847	0.936	839C	C	3.03E+09	3	05/12/21	LTB	0.052	05/12/21	3	5	F	1.42	0.856	1.658878505	1	05/12/21	even	9483	9535		dnf6	A17	Late	1
839D	839	D	5/13/2021	Y	7	NA	NA	839_D_0129_cropped.tif	558	1.661	0.003	4.048	0.847	0.936	839D	D	2.84E+08	1	5/13/21	LCL	NA	5/13/21	1	0	N	0.32	0.298	1.073825503	1	5/13/21	even	9508	9550		dnf6	A17	Late	1
839D	839	D	5/13/2021	Y	7	NA	NA	839_D_0129_cropped.tif	558	1.661	0.003	4.048	0.847	0.936	839E	E	5.26E+08	NA			NA	5/14/21	1	3	F	1.134	0.516	2.197674419	1	5/14/21	even	9517	9552		dnf6	A17	Late	1
839E	839	E	5/14/2021	Y	11	NA	NA	839_E_0167_cropped.tif	701	1.51	0.002	1.814	0.781	0.906	839A	A	2.61E+08	3	05/10/21	LTB	0.068	05/10/21	3	5	F	1.539	0.898	1.713808463	1	05/10/21	even	9497	9532		dnf6	A17	Late	1
839E	839	E	5/14/2021	Y	11	NA	NA	839_E_0167_cropped.tif	701	1.51	0.002	1.814	0.781	0.906	839B	B	2.69E+08	2	05/11/21	LTB	0.014	05/11/21	2	4	F	0.651	0.338	1.926035503	2	05/11/21	even	8985	9564		dnf6	A17	Late	1
839E	839	E	5/14/2021	Y	11	NA	NA	839_E_0167_cropped.tif	701	1.51	0.002	1.814	0.781	0.906	839C	C	3.03E+09	3	05/12/21	LTB	0.052	05/12/21	3	5	F	1.42	0.856	1.658878505	1	05/12/21	even	9483	9535		dnf6	A17	Late	1
839E	839	E	5/14/2021	Y	11	NA	NA	839_E_0167_cropped.tif	701	1.51	0.002	1.814	0.781	0.906	839D	D	2.84E+08	1	5/13/21	LCL	NA	5/13/21	1	0	N	0.32	0.298	1.073825503	1	5/13/21	even	9508	9550		dnf6	A17	Late	1
839E	839	E	5/14/2021	Y	11	NA	NA	839_E_0167_cropped.tif	701	1.51	0.002	1.814	0.781	0.906	839E	E	5.26E+08	NA			NA	5/14/21	1	3	F	1.134	0.516	2.197674419	1	5/14/21	even	9517	9552		dnf6	A17	Late	1
840A	840	A	05/06/21	y	1	NA	NA	840_A_0009_cropped.tif	374	0.273	0.000729	0.619	0.911	0.924	840A	A	2.35E+08	2	05/06/21	"LTB,RBB"	0.049	05/06/21	3	0	N	0.218	0.174	1.252873563	3	05/06/21	bottom	8981	9528		dnf7	A17	Late	13
840A	840	A	05/06/21	y	1	NA	NA	840_A_0009_cropped.tif	374	0.273	0.000729	0.619	0.911	0.924	840B	B	3.05E+08	2	05/07/21	"LTB, RBB"	0.039	05/06/21	3	0	N	0.294	0.224	1.3125	2	05/07/21	bottom	8996	9542		dnf7	A17	Late	13
840A	840	A	05/06/21	y	1	NA	NA	840_A_0009_cropped.tif	374	0.273	0.000729	0.619	0.911	0.924	840C	C	2.68E+08	2	05/07/21	"LTB, RBB"	0.046	05/07/21	3	0	N	0.31	0.378	0.82010582	2	05/07/21	bottom	8983	9529		dnf7	A17	Late	13
840A	840	A	05/06/21	y	1	NA	NA	840_A_0009_cropped.tif	374	0.273	0.000729	0.619	0.911	0.924	840D	D	2.44E+08	3	5/13/21	JH	NA	5/13/21	3	0	N	0.173	0.206	0.839805825	1	5/13/21	even	9501	9554		dnf7	A17	Late	13
840A	840	A	05/06/21	y	1	NA	NA	840_A_0009_cropped.tif	374	0.273	0.000729	0.619	0.911	0.924	840E	E	2.99E+08	3	5/14/21	LTB	NA	5/14/21	2	0	N	0.319	0.328	0.972560976	2	5/14/21	even	9516	9555		dnf7	A17	Late	13
840B	840	B	05/07/21	y	2	NA	NA	840_B_0021_cropped.tif	384	0.183	0.000476	0.244	0.88	0.902	840A	A	2.35E+08	2	05/06/21	"LTB,RBB"	0.049	05/06/21	3	0	N	0.218	0.174	1.252873563	3	05/06/21	bottom	8981	9528		dnf7	A17	Late	13
840B	840	B	05/07/21	y	2	NA	NA	840_B_0021_cropped.tif	384	0.183	0.000476	0.244	0.88	0.902	840B	B	3.05E+08	2	05/07/21	"LTB, RBB"	0.039	05/06/21	3	0	N	0.294	0.224	1.3125	2	05/07/21	bottom	8996	9542		dnf7	A17	Late	13
840B	840	B	05/07/21	y	2	NA	NA	840_B_0021_cropped.tif	384	0.183	0.000476	0.244	0.88	0.902	840C	C	2.68E+08	2	05/07/21	"LTB, RBB"	0.046	05/07/21	3	0	N	0.31	0.378	0.82010582	2	05/07/21	bottom	8983	9529		dnf7	A17	Late	13
840B	840	B	05/07/21	y	2	NA	NA	840_B_0021_cropped.tif	384	0.183	0.000476	0.244	0.88	0.902	840D	D	2.44E+08	3	5/13/21	JH	NA	5/13/21	3	0	N	0.173	0.206	0.839805825	1	5/13/21	even	9501	9554		dnf7	A17	Late	13
840B	840	B	05/07/21	y	2	NA	NA	840_B_0021_cropped.tif	384	0.183	0.000476	0.244	0.88	0.902	840E	E	2.99E+08	3	5/14/21	LTB	NA	5/14/21	2	0	N	0.319	0.328	0.972560976	2	5/14/21	even	9516	9555		dnf7	A17	Late	13
840C	840	C	05/07/21	y	2	NA	NA	840_C_0023_cropped.tif	477	0.332	0.000696	0.443	0.896	0.919	840A	A	2.35E+08	2	05/06/21	"LTB,RBB"	0.049	05/06/21	3	0	N	0.218	0.174	1.252873563	3	05/06/21	bottom	8981	9528		dnf7	A17	Late	13
840C	840	C	05/07/21	y	2	NA	NA	840_C_0023_cropped.tif	477	0.332	0.000696	0.443	0.896	0.919	840B	B	3.05E+08	2	05/07/21	"LTB, RBB"	0.039	05/06/21	3	0	N	0.294	0.224	1.3125	2	05/07/21	bottom	8996	9542		dnf7	A17	Late	13
840C	840	C	05/07/21	y	2	NA	NA	840_C_0023_cropped.tif	477	0.332	0.000696	0.443	0.896	0.919	840C	C	2.68E+08	2	05/07/21	"LTB, RBB"	0.046	05/07/21	3	0	N	0.31	0.378	0.82010582	2	05/07/21	bottom	8983	9529		dnf7	A17	Late	13
840C	840	C	05/07/21	y	2	NA	NA	840_C_0023_cropped.tif	477	0.332	0.000696	0.443	0.896	0.919	840D	D	2.44E+08	3	5/13/21	JH	NA	5/13/21	3	0	N	0.173	0.206	0.839805825	1	5/13/21	even	9501	9554		dnf7	A17	Late	13
840C	840	C	05/07/21	y	2	NA	NA	840_C_0023_cropped.tif	477	0.332	0.000696	0.443	0.896	0.919	840E	E	2.99E+08	3	5/14/21	LTB	NA	5/14/21	2	0	N	0.319	0.328	0.972560976	2	5/14/21	even	9516	9555		dnf7	A17	Late	13
840D	840	D	5/13/2021	Y	7	NA	NA	840_D_0117_cropped.tif	307	0.834	0.003	1.508	0.873	0.944	840A	A	2.35E+08	2	05/06/21	"LTB,RBB"	0.049	05/06/21	3	0	N	0.218	0.174	1.252873563	3	05/06/21	bottom	8981	9528		dnf7	A17	Late	13
840D	840	D	5/13/2021	Y	7	NA	NA	840_D_0117_cropped.tif	307	0.834	0.003	1.508	0.873	0.944	840B	B	3.05E+08	2	05/07/21	"LTB, RBB"	0.039	05/06/21	3	0	N	0.294	0.224	1.3125	2	05/07/21	bottom	8996	9542		dnf7	A17	Late	13
840D	840	D	5/13/2021	Y	7	NA	NA	840_D_0117_cropped.tif	307	0.834	0.003	1.508	0.873	0.944	840C	C	2.68E+08	2	05/07/21	"LTB, RBB"	0.046	05/07/21	3	0	N	0.31	0.378	0.82010582	2	05/07/21	bottom	8983	9529		dnf7	A17	Late	13
840D	840	D	5/13/2021	Y	7	NA	NA	840_D_0117_cropped.tif	307	0.834	0.003	1.508	0.873	0.944	840D	D	2.44E+08	3	5/13/21	JH	NA	5/13/21	3	0	N	0.173	0.206	0.839805825	1	5/13/21	even	9501	9554		dnf7	A17	Late	13
840D	840	D	5/13/2021	Y	7	NA	NA	840_D_0117_cropped.tif	307	0.834	0.003	1.508	0.873	0.944	840E	E	2.99E+08	3	5/14/21	LTB	NA	5/14/21	2	0	N	0.319	0.328	0.972560976	2	5/14/21	even	9516	9555		dnf7	A17	Late	13
840E	840	E	5/14/2021	Y	11	NA	NA	840_E_0173_cropped.tif	266	0.313	0.001	0.377	0.888	0.928	840A	A	2.35E+08	2	05/06/21	"LTB,RBB"	0.049	05/06/21	3	0	N	0.218	0.174	1.252873563	3	05/06/21	bottom	8981	9528		dnf7	A17	Late	13
840E	840	E	5/14/2021	Y	11	NA	NA	840_E_0173_cropped.tif	266	0.313	0.001	0.377	0.888	0.928	840B	B	3.05E+08	2	05/07/21	"LTB, RBB"	0.039	05/06/21	3	0	N	0.294	0.224	1.3125	2	05/07/21	bottom	8996	9542		dnf7	A17	Late	13
840E	840	E	5/14/2021	Y	11	NA	NA	840_E_0173_cropped.tif	266	0.313	0.001	0.377	0.888	0.928	840C	C	2.68E+08	2	05/07/21	"LTB, RBB"	0.046	05/07/21	3	0	N	0.31	0.378	0.82010582	2	05/07/21	bottom	8983	9529		dnf7	A17	Late	13
840E	840	E	5/14/2021	Y	11	NA	NA	840_E_0173_cropped.tif	266	0.313	0.001	0.377	0.888	0.928	840D	D	2.44E+08	3	5/13/21	JH	NA	5/13/21	3	0	N	0.173	0.206	0.839805825	1	5/13/21	even	9501	9554		dnf7	A17	Late	13
840E	840	E	5/14/2021	Y	11	NA	NA	840_E_0173_cropped.tif	266	0.313	0.001	0.377	0.888	0.928	840E	E	2.99E+08	3	5/14/21	LTB	NA	5/14/21	2	0	N	0.319	0.328	0.972560976	2	5/14/21	even	9516	9555		dnf7	A17	Late	13
841A	841	A	05/10/21	Y	5	NA	NA	841_A_0055_cropped.tif	191	1.035	0.005	2.612	0.82	0.947	841A	A	4.18E+08	3	05/10/21	JH	0.036	05/10/21	3	15	F	1.954	0.767	2.547588005	1	05/10/21	even	9502	9534		sunn1	A17	AON	6
841A	841	A	05/10/21	Y	5	NA	NA	841_A_0055_cropped.tif	191	1.035	0.005	2.612	0.82	0.947	841B	B	1.85E+08	2	05/11/21	LTB	0.084	05/11/21	2	5	F	1.645	0.535	3.074766355	1	05/11/21	even	8984	9563		sunn1	A17	AON	6
841A	841	A	05/10/21	Y	5	NA	NA	841_A_0055_cropped.tif	191	1.035	0.005	2.612	0.82	0.947	841C	C	0	2	05/12/21	LTB	0.026	05/12/21	2	15	F	2.089	0.941	2.219978746	1	05/12/21	even	9519	9545		sunn1	A17	AON	6
841A	841	A	05/10/21	Y	5	NA	NA	841_A_0055_cropped.tif	191	1.035	0.005	2.612	0.82	0.947	841D	D	3.24E+08	1	5/13/21	JH	NA	5/13/21	1	10	F	1.198	0.39	3.071794872	1	5/13/21	even	9507	9543		sunn1	A17	AON	6
841A	841	A	05/10/21	Y	5	NA	NA	841_A_0055_cropped.tif	191	1.035	0.005	2.612	0.82	0.947	841E	E	6.31E+08	3	5/15/21	LTB	NA	5/14/21	2	5	F	2.348	0.564	4.163120567	1	5/14/21	even	9513	9568		sunn1	A17	AON	6
841B	841	B	05/11/21	Y	6	NA	NA	841_B_0060_cropped.tif	613	1.882	0.003	1.71	0.759	0.907	841A	A	4.18E+08	3	05/10/21	JH	0.036	05/10/21	3	15	F	1.954	0.767	2.547588005	1	05/10/21	even	9502	9534		sunn1	A17	AON	6
841B	841	B	05/11/21	Y	6	NA	NA	841_B_0060_cropped.tif	613	1.882	0.003	1.71	0.759	0.907	841B	B	1.85E+08	2	05/11/21	LTB	0.084	05/11/21	2	5	F	1.645	0.535	3.074766355	1	05/11/21	even	8984	9563		sunn1	A17	AON	6
841B	841	B	05/11/21	Y	6	NA	NA	841_B_0060_cropped.tif	613	1.882	0.003	1.71	0.759	0.907	841C	C	0	2	05/12/21	LTB	0.026	05/12/21	2	15	F	2.089	0.941	2.219978746	1	05/12/21	even	9519	9545		sunn1	A17	AON	6
841B	841	B	05/11/21	Y	6	NA	NA	841_B_0060_cropped.tif	613	1.882	0.003	1.71	0.759	0.907	841D	D	3.24E+08	1	5/13/21	JH	NA	5/13/21	1	10	F	1.198	0.39	3.071794872	1	5/13/21	even	9507	9543		sunn1	A17	AON	6
841B	841	B	05/11/21	Y	6	NA	NA	841_B_0060_cropped.tif	613	1.882	0.003	1.71	0.759	0.907	841E	E	6.31E+08	3	5/15/21	LTB	NA	5/14/21	2	5	F	2.348	0.564	4.163120567	1	5/14/21	even	9513	9568		sunn1	A17	AON	6
841C	841	C	05/12/21	y	8	NA	NA	841_C_0089_cropped.tif	524	2.593	0.005	4.316	0.826	0.952	841A	A	4.18E+08	3	05/10/21	JH	0.036	05/10/21	3	15	F	1.954	0.767	2.547588005	1	05/10/21	even	9502	9534		sunn1	A17	AON	6
841C	841	C	05/12/21	y	8	NA	NA	841_C_0089_cropped.tif	524	2.593	0.005	4.316	0.826	0.952	841B	B	1.85E+08	2	05/11/21	LTB	0.084	05/11/21	2	5	F	1.645	0.535	3.074766355	1	05/11/21	even	8984	9563		sunn1	A17	AON	6
841C	841	C	05/12/21	y	8	NA	NA	841_C_0089_cropped.tif	524	2.593	0.005	4.316	0.826	0.952	841C	C	0	2	05/12/21	LTB	0.026	05/12/21	2	15	F	2.089	0.941	2.219978746	1	05/12/21	even	9519	9545		sunn1	A17	AON	6
841C	841	C	05/12/21	y	8	NA	NA	841_C_0089_cropped.tif	524	2.593	0.005	4.316	0.826	0.952	841D	D	3.24E+08	1	5/13/21	JH	NA	5/13/21	1	10	F	1.198	0.39	3.071794872	1	5/13/21	even	9507	9543		sunn1	A17	AON	6
841C	841	C	05/12/21	y	8	NA	NA	841_C_0089_cropped.tif	524	2.593	0.005	4.316	0.826	0.952	841E	E	6.31E+08	3	5/15/21	LTB	NA	5/14/21	2	5	F	2.348	0.564	4.163120567	1	5/14/21	even	9513	9568		sunn1	A17	AON	6
841D	841	D	5/13/2021	y	7	NA	NA	841_D_0137_cropped.tif	600	3.318	0.006	5.557	0.811	0.939	841A	A	4.18E+08	3	05/10/21	JH	0.036	05/10/21	3	15	F	1.954	0.767	2.547588005	1	05/10/21	even	9502	9534		sunn1	A17	AON	6
841D	841	D	5/13/2021	y	7	NA	NA	841_D_0137_cropped.tif	600	3.318	0.006	5.557	0.811	0.939	841B	B	1.85E+08	2	05/11/21	LTB	0.084	05/11/21	2	5	F	1.645	0.535	3.074766355	1	05/11/21	even	8984	9563		sunn1	A17	AON	6
841D	841	D	5/13/2021	y	7	NA	NA	841_D_0137_cropped.tif	600	3.318	0.006	5.557	0.811	0.939	841C	C	0	2	05/12/21	LTB	0.026	05/12/21	2	15	F	2.089	0.941	2.219978746	1	05/12/21	even	9519	9545		sunn1	A17	AON	6
841D	841	D	5/13/2021	y	7	NA	NA	841_D_0137_cropped.tif	600	3.318	0.006	5.557	0.811	0.939	841D	D	3.24E+08	1	5/13/21	JH	NA	5/13/21	1	10	F	1.198	0.39	3.071794872	1	5/13/21	even	9507	9543		sunn1	A17	AON	6
841D	841	D	5/13/2021	y	7	NA	NA	841_D_0137_cropped.tif	600	3.318	0.006	5.557	0.811	0.939	841E	E	6.31E+08	3	5/15/21	LTB	NA	5/14/21	2	5	F	2.348	0.564	4.163120567	1	5/14/21	even	9513	9568		sunn1	A17	AON	6
841E	841	E	5/15/2021		11	NA	NA	841_E_0175_cropped.tif	147	3.36	0.023	4.037	0.658	0.881	841A	A	4.18E+08	3	05/10/21	JH	0.036	05/10/21	3	15	F	1.954	0.767	2.547588005	1	05/10/21	even	9502	9534		sunn1	A17	AON	6
841E	841	E	5/15/2021		11	NA	NA	841_E_0175_cropped.tif	147	3.36	0.023	4.037	0.658	0.881	841B	B	1.85E+08	2	05/11/21	LTB	0.084	05/11/21	2	5	F	1.645	0.535	3.074766355	1	05/11/21	even	8984	9563		sunn1	A17	AON	6
841E	841	E	5/15/2021		11	NA	NA	841_E_0175_cropped.tif	147	3.36	0.023	4.037	0.658	0.881	841C	C	0	2	05/12/21	LTB	0.026	05/12/21	2	15	F	2.089	0.941	2.219978746	1	05/12/21	even	9519	9545		sunn1	A17	AON	6
841E	841	E	5/15/2021		11	NA	NA	841_E_0175_cropped.tif	147	3.36	0.023	4.037	0.658	0.881	841D	D	3.24E+08	1	5/13/21	JH	NA	5/13/21	1	10	F	1.198	0.39	3.071794872	1	5/13/21	even	9507	9543		sunn1	A17	AON	6
841E	841	E	5/15/2021		11	NA	NA	841_E_0175_cropped.tif	147	3.36	0.023	4.037	0.658	0.881	841E	E	6.31E+08	3	5/15/21	LTB	NA	5/14/21	2	5	F	2.348	0.564	4.163120567	1	5/14/21	even	9513	9568		sunn1	A17	AON	6
842A	842	A	05/10/21	y	5	NA	NA	842_A_0043_cropped.tif	640	5.833	0.009	8.169	0.802	0.95	842A	A	7.20E+08	2	05/10/21	LTB	0.409	05/10/21	2	1	F	0.456	0.04	11.4	2	05/10/21	even	9500	9531		sunn4	A17	AON	8
842A	842	A	05/10/21	y	5	NA	NA	842_A_0043_cropped.tif	640	5.833	0.009	8.169	0.802	0.95	842B	B	3.08E+08	3	05/11/21	RBB	0.374	05/11/21	3	5	N	0.379	0.033	11.48484848	2	05/11/21	even	9496	9562		sunn4	A17	AON	8
842A	842	A	05/10/21	y	5	NA	NA	842_A_0043_cropped.tif	640	5.833	0.009	8.169	0.802	0.95	842C	C	1.27E+09	2	05/12/21	MAGP	0.351	05/12/21	2	15	N	0.525	0.082	6.402439024	2	05/12/21	even	9484	9535		sunn4	A17	AON	8
842A	842	A	05/10/21	y	5	NA	NA	842_A_0043_cropped.tif	640	5.833	0.009	8.169	0.802	0.95	842D	D	1.88E+09	3	5/14/21	LCL	NA	5/13/21	3	10	F	0.888	0.072	12.33333333	1	5/14/21	even	9504	9557	weight*3; only picked one plant but bc nodules are so big? others weighed .305g	sunn4	A17	AON	8
842A	842	A	05/10/21	y	5	NA	NA	842_A_0043_cropped.tif	640	5.833	0.009	8.169	0.802	0.95	842E	E	1.74E+09	2	5/14/21	MAGP	NA	5/14/21	3	5	F	0.937	0.096	9.760416667	2	5/14/21	even	9511	9557	"weight * 1.5; only harvested 2/3 and since nodules were so weighty, root with nods 0.188g"	sunn4	A17	AON	8
842B	842	B	05/11/21	Y	6	NA	NA	842_B_0066_cropped.tif	807	5.205	0.006	6.548	0.825	0.94	842A	A	7.20E+08	2	05/10/21	LTB	0.409	05/10/21	2	1	F	0.456	0.04	11.4	2	05/10/21	even	9500	9531		sunn4	A17	AON	8
842B	842	B	05/11/21	Y	6	NA	NA	842_B_0066_cropped.tif	807	5.205	0.006	6.548	0.825	0.94	842B	B	3.08E+08	3	05/11/21	RBB	0.374	05/11/21	3	5	N	0.379	0.033	11.48484848	2	05/11/21	even	9496	9562		sunn4	A17	AON	8
842B	842	B	05/11/21	Y	6	NA	NA	842_B_0066_cropped.tif	807	5.205	0.006	6.548	0.825	0.94	842C	C	1.27E+09	2	05/12/21	MAGP	0.351	05/12/21	2	15	N	0.525	0.082	6.402439024	2	05/12/21	even	9484	9535		sunn4	A17	AON	8
842B	842	B	05/11/21	Y	6	NA	NA	842_B_0066_cropped.tif	807	5.205	0.006	6.548	0.825	0.94	842D	D	1.88E+09	3	5/14/21	LCL	NA	5/13/21	3	10	F	0.888	0.072	12.33333333	1	5/14/21	even	9504	9557	weight*3; only picked one plant but bc nodules are so big? others weighed .305g	sunn4	A17	AON	8
842B	842	B	05/11/21	Y	6	NA	NA	842_B_0066_cropped.tif	807	5.205	0.006	6.548	0.825	0.94	842E	E	1.74E+09	2	5/14/21	MAGP	NA	5/14/21	3	5	F	0.937	0.096	9.760416667	2	5/14/21	even	9511	9557	"weight * 1.5; only harvested 2/3 and since nodules were so weighty, root with nods 0.188g"	sunn4	A17	AON	8
842C	842	C	05/12/21	y	8	NA	NA	842_C_0091_cropped.tif	902	5.428	0.006	8.294	0.829	0.946	842A	A	7.20E+08	2	05/10/21	LTB	0.409	05/10/21	2	1	F	0.456	0.04	11.4	2	05/10/21	even	9500	9531		sunn4	A17	AON	8
842C	842	C	05/12/21	y	8	NA	NA	842_C_0091_cropped.tif	902	5.428	0.006	8.294	0.829	0.946	842B	B	3.08E+08	3	05/11/21	RBB	0.374	05/11/21	3	5	N	0.379	0.033	11.48484848	2	05/11/21	even	9496	9562		sunn4	A17	AON	8
842C	842	C	05/12/21	y	8	NA	NA	842_C_0091_cropped.tif	902	5.428	0.006	8.294	0.829	0.946	842C	C	1.27E+09	2	05/12/21	MAGP	0.351	05/12/21	2	15	N	0.525	0.082	6.402439024	2	05/12/21	even	9484	9535		sunn4	A17	AON	8
842C	842	C	05/12/21	y	8	NA	NA	842_C_0091_cropped.tif	902	5.428	0.006	8.294	0.829	0.946	842D	D	1.88E+09	3	5/14/21	LCL	NA	5/13/21	3	10	F	0.888	0.072	12.33333333	1	5/14/21	even	9504	9557	weight*3; only picked one plant but bc nodules are so big? others weighed .305g	sunn4	A17	AON	8
842C	842	C	05/12/21	y	8	NA	NA	842_C_0091_cropped.tif	902	5.428	0.006	8.294	0.829	0.946	842E	E	1.74E+09	2	5/14/21	MAGP	NA	5/14/21	3	5	F	0.937	0.096	9.760416667	2	5/14/21	even	9511	9557	"weight * 1.5; only harvested 2/3 and since nodules were so weighty, root with nods 0.188g"	sunn4	A17	AON	8
842D	842	D	5/14/2021	y	10	NA	NA	842_D_0142_cropped.tif	754	3.618	0.005	6.093	0.818	0.933	842A	A	7.20E+08	2	05/10/21	LTB	0.409	05/10/21	2	1	F	0.456	0.04	11.4	2	05/10/21	even	9500	9531		sunn4	A17	AON	8
842D	842	D	5/14/2021	y	10	NA	NA	842_D_0142_cropped.tif	754	3.618	0.005	6.093	0.818	0.933	842B	B	3.08E+08	3	05/11/21	RBB	0.374	05/11/21	3	5	N	0.379	0.033	11.48484848	2	05/11/21	even	9496	9562		sunn4	A17	AON	8
842D	842	D	5/14/2021	y	10	NA	NA	842_D_0142_cropped.tif	754	3.618	0.005	6.093	0.818	0.933	842C	C	1.27E+09	2	05/12/21	MAGP	0.351	05/12/21	2	15	N	0.525	0.082	6.402439024	2	05/12/21	even	9484	9535		sunn4	A17	AON	8
842D	842	D	5/14/2021	y	10	NA	NA	842_D_0142_cropped.tif	754	3.618	0.005	6.093	0.818	0.933	842D	D	1.88E+09	3	5/14/21	LCL	NA	5/13/21	3	10	F	0.888	0.072	12.33333333	1	5/14/21	even	9504	9557	weight*3; only picked one plant but bc nodules are so big? others weighed .305g	sunn4	A17	AON	8
842D	842	D	5/14/2021	y	10	NA	NA	842_D_0142_cropped.tif	754	3.618	0.005	6.093	0.818	0.933	842E	E	1.74E+09	2	5/14/21	MAGP	NA	5/14/21	3	5	F	0.937	0.096	9.760416667	2	5/14/21	even	9511	9557	"weight * 1.5; only harvested 2/3 and since nodules were so weighty, root with nods 0.188g"	sunn4	A17	AON	8
842E	842	E	5/14/2021	manual count	NA	NA	NA		889	0	0	0	0	0	842A	A	7.20E+08	2	05/10/21	LTB	0.409	05/10/21	2	1	F	0.456	0.04	11.4	2	05/10/21	even	9500	9531		sunn4	A17	AON	8
842E	842	E	5/14/2021	manual count	NA	NA	NA		889	0	0	0	0	0	842B	B	3.08E+08	3	05/11/21	RBB	0.374	05/11/21	3	5	N	0.379	0.033	11.48484848	2	05/11/21	even	9496	9562		sunn4	A17	AON	8
842E	842	E	5/14/2021	manual count	NA	NA	NA		889	0	0	0	0	0	842C	C	1.27E+09	2	05/12/21	MAGP	0.351	05/12/21	2	15	N	0.525	0.082	6.402439024	2	05/12/21	even	9484	9535		sunn4	A17	AON	8
842E	842	E	5/14/2021	manual count	NA	NA	NA		889	0	0	0	0	0	842D	D	1.88E+09	3	5/14/21	LCL	NA	5/13/21	3	10	F	0.888	0.072	12.33333333	1	5/14/21	even	9504	9557	weight*3; only picked one plant but bc nodules are so big? others weighed .305g	sunn4	A17	AON	8
842E	842	E	5/14/2021	manual count	NA	NA	NA		889	0	0	0	0	0	842E	E	1.74E+09	2	5/14/21	MAGP	NA	5/14/21	3	5	F	0.937	0.096	9.760416667	2	5/14/21	even	9511	9557	"weight * 1.5; only harvested 2/3 and since nodules were so weighty, root with nods 0.188g"	sunn4	A17	AON	8
843A	843	A	05/10/21	Y	5	NA	NA	843_A_0053_cropped.tif	908	3.398	0.004	7.745	0.821	0.937	843A	A	0	2	05/10/21	LCL	0.14	05/10/21	2	5	F	1.002	0.441	2.272108844	1	05/10/21	even	9481	9534		rdn1	A17	AON	5
