sample_id.x	genotype_id	rep.x	date_nod_picked.x	X	batch	start	end	Slice	Count	total_area	average_size	percent_area	Circularity	Solidity	sample_id.y	rep.y	cfu_ml	num_alive_apr15	date_on_plant_tag	nodule_harvester	nodule_weight_g	date_biomass_harvested	num_plants	percent_herbivory	flowering	above_biomass_g	below_biomass_g	ratio	num_plants_picked_nods	date_nod_picked.y	nod_distribution	image_above	image_below	envelope_notes	name	background	type	order
843A	843	A	05/10/21	Y	5	NA	NA	843_A_0053_cropped.tif	908	3.398	0.004	7.745	0.821	0.937	843B	B	2.38E+08	1	05/11/21	LCL	0.144	05/11/21	1	3	N	0.882	0.325	2.713846154	1	05/12/21	even	8986	9536		rdn1	A17	AON	5
843A	843	A	05/10/21	Y	5	NA	NA	843_A_0053_cropped.tif	908	3.398	0.004	7.745	0.821	0.937	843C	C	3.32E+08	1	05/12/21	RBB	0.124	05/12/21	1	5	F	1.199	0.377	3.180371353	1	05/12/21	even	9483	9546		rdn1	A17	AON	5
843B	843	B	05/12/21	manual count	NA	NA	NA		758	0	0	0	0	0	843A	A	0	2	05/10/21	LCL	0.14	05/10/21	2	5	F	1.002	0.441	2.272108844	1	05/10/21	even	9481	9534		rdn1	A17	AON	5
843B	843	B	05/12/21	manual count	NA	NA	NA		758	0	0	0	0	0	843B	B	2.38E+08	1	05/11/21	LCL	0.144	05/11/21	1	3	N	0.882	0.325	2.713846154	1	05/12/21	even	8986	9536		rdn1	A17	AON	5
843B	843	B	05/12/21	manual count	NA	NA	NA		758	0	0	0	0	0	843C	C	3.32E+08	1	05/12/21	RBB	0.124	05/12/21	1	5	F	1.199	0.377	3.180371353	1	05/12/21	even	9483	9546		rdn1	A17	AON	5
843C	843	C	05/12/21	manual count	NA	NA	NA		726	0	0	0	0	0	843A	A	0	2	05/10/21	LCL	0.14	05/10/21	2	5	F	1.002	0.441	2.272108844	1	05/10/21	even	9481	9534		rdn1	A17	AON	5
843C	843	C	05/12/21	manual count	NA	NA	NA		726	0	0	0	0	0	843B	B	2.38E+08	1	05/11/21	LCL	0.144	05/11/21	1	3	N	0.882	0.325	2.713846154	1	05/12/21	even	8986	9536		rdn1	A17	AON	5
843C	843	C	05/12/21	manual count	NA	NA	NA		726	0	0	0	0	0	843C	C	3.32E+08	1	05/12/21	RBB	0.124	05/12/21	1	5	F	1.199	0.377	3.180371353	1	05/12/21	even	9483	9546		rdn1	A17	AON	5
844A	844	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	844A	A	0	1	05/06/21	"LTB,RBB"	NA	05/06/21	1	0	N	0.191	0.176	1.085227273	0	05/06/21	no nods	8980	9527		latd	A17	Early	15
844A	844	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	844B	B	1240000	3	05/07/21	"LTB, RBB"	0.031	05/06/21	3	0	N	0.18	0.119	1.512605042	NA	05/06/21	NA	8995	9538		latd	A17	Early	15
844A	844	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	844C	C	0	NA			NA	05/07/21	1	0	N	0.139	0.062	2.241935484	NA	05/07/21	NA	8983	9540	"few, added 12 to merge tube"	latd	A17	Early	15
844A	844	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	844D	D	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.166	0.122	1.360655738	NA	05/07/21	few	8992	9538		latd	A17	Early	15
844A	844	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	844E	E	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.189	0.099	1.909090909	NA	05/07/21	NA	8992	9539		latd	A17	Early	15
844A	844	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	844F	F	0	1	05/07/21	"LTB, RBB"	NA	05/07/21	1	0	N	0.072	0.052	1.384615385	NA	05/07/21	few	8993	9539		latd	A17	Early	15
844B	844	B	05/06/21	Y	1	NA	NA	844_B_0013_cropped.tif	19	0.044	0.002	0.22	0.77	0.922	844A	A	0	1	05/06/21	"LTB,RBB"	NA	05/06/21	1	0	N	0.191	0.176	1.085227273	0	05/06/21	no nods	8980	9527		latd	A17	Early	15
844B	844	B	05/06/21	Y	1	NA	NA	844_B_0013_cropped.tif	19	0.044	0.002	0.22	0.77	0.922	844B	B	1240000	3	05/07/21	"LTB, RBB"	0.031	05/06/21	3	0	N	0.18	0.119	1.512605042	NA	05/06/21	NA	8995	9538		latd	A17	Early	15
844B	844	B	05/06/21	Y	1	NA	NA	844_B_0013_cropped.tif	19	0.044	0.002	0.22	0.77	0.922	844C	C	0	NA			NA	05/07/21	1	0	N	0.139	0.062	2.241935484	NA	05/07/21	NA	8983	9540	"few, added 12 to merge tube"	latd	A17	Early	15
844B	844	B	05/06/21	Y	1	NA	NA	844_B_0013_cropped.tif	19	0.044	0.002	0.22	0.77	0.922	844D	D	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.166	0.122	1.360655738	NA	05/07/21	few	8992	9538		latd	A17	Early	15
844B	844	B	05/06/21	Y	1	NA	NA	844_B_0013_cropped.tif	19	0.044	0.002	0.22	0.77	0.922	844E	E	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.189	0.099	1.909090909	NA	05/07/21	NA	8992	9539		latd	A17	Early	15
844B	844	B	05/06/21	Y	1	NA	NA	844_B_0013_cropped.tif	19	0.044	0.002	0.22	0.77	0.922	844F	F	0	1	05/07/21	"LTB, RBB"	NA	05/07/21	1	0	N	0.072	0.052	1.384615385	NA	05/07/21	few	8993	9539		latd	A17	Early	15
844C	844	C	05/07/21		NA	NA	NA		0	0	0	0	0	0	844A	A	0	1	05/06/21	"LTB,RBB"	NA	05/06/21	1	0	N	0.191	0.176	1.085227273	0	05/06/21	no nods	8980	9527		latd	A17	Early	15
844C	844	C	05/07/21		NA	NA	NA		0	0	0	0	0	0	844B	B	1240000	3	05/07/21	"LTB, RBB"	0.031	05/06/21	3	0	N	0.18	0.119	1.512605042	NA	05/06/21	NA	8995	9538		latd	A17	Early	15
844C	844	C	05/07/21		NA	NA	NA		0	0	0	0	0	0	844C	C	0	NA			NA	05/07/21	1	0	N	0.139	0.062	2.241935484	NA	05/07/21	NA	8983	9540	"few, added 12 to merge tube"	latd	A17	Early	15
844C	844	C	05/07/21		NA	NA	NA		0	0	0	0	0	0	844D	D	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.166	0.122	1.360655738	NA	05/07/21	few	8992	9538		latd	A17	Early	15
844C	844	C	05/07/21		NA	NA	NA		0	0	0	0	0	0	844E	E	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.189	0.099	1.909090909	NA	05/07/21	NA	8992	9539		latd	A17	Early	15
844C	844	C	05/07/21		NA	NA	NA		0	0	0	0	0	0	844F	F	0	1	05/07/21	"LTB, RBB"	NA	05/07/21	1	0	N	0.072	0.052	1.384615385	NA	05/07/21	few	8993	9539		latd	A17	Early	15
844D	844	D	05/07/21		NA	NA	NA		0	0	0	0	0	0	844A	A	0	1	05/06/21	"LTB,RBB"	NA	05/06/21	1	0	N	0.191	0.176	1.085227273	0	05/06/21	no nods	8980	9527		latd	A17	Early	15
844D	844	D	05/07/21		NA	NA	NA		0	0	0	0	0	0	844B	B	1240000	3	05/07/21	"LTB, RBB"	0.031	05/06/21	3	0	N	0.18	0.119	1.512605042	NA	05/06/21	NA	8995	9538		latd	A17	Early	15
844D	844	D	05/07/21		NA	NA	NA		0	0	0	0	0	0	844C	C	0	NA			NA	05/07/21	1	0	N	0.139	0.062	2.241935484	NA	05/07/21	NA	8983	9540	"few, added 12 to merge tube"	latd	A17	Early	15
844D	844	D	05/07/21		NA	NA	NA		0	0	0	0	0	0	844D	D	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.166	0.122	1.360655738	NA	05/07/21	few	8992	9538		latd	A17	Early	15
844D	844	D	05/07/21		NA	NA	NA		0	0	0	0	0	0	844E	E	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.189	0.099	1.909090909	NA	05/07/21	NA	8992	9539		latd	A17	Early	15
844D	844	D	05/07/21		NA	NA	NA		0	0	0	0	0	0	844F	F	0	1	05/07/21	"LTB, RBB"	NA	05/07/21	1	0	N	0.072	0.052	1.384615385	NA	05/07/21	few	8993	9539		latd	A17	Early	15
844E	844	E	05/07/21		NA	NA	NA		0	0	0	0	0	0	844A	A	0	1	05/06/21	"LTB,RBB"	NA	05/06/21	1	0	N	0.191	0.176	1.085227273	0	05/06/21	no nods	8980	9527		latd	A17	Early	15
844E	844	E	05/07/21		NA	NA	NA		0	0	0	0	0	0	844B	B	1240000	3	05/07/21	"LTB, RBB"	0.031	05/06/21	3	0	N	0.18	0.119	1.512605042	NA	05/06/21	NA	8995	9538		latd	A17	Early	15
844E	844	E	05/07/21		NA	NA	NA		0	0	0	0	0	0	844C	C	0	NA			NA	05/07/21	1	0	N	0.139	0.062	2.241935484	NA	05/07/21	NA	8983	9540	"few, added 12 to merge tube"	latd	A17	Early	15
844E	844	E	05/07/21		NA	NA	NA		0	0	0	0	0	0	844D	D	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.166	0.122	1.360655738	NA	05/07/21	few	8992	9538		latd	A17	Early	15
844E	844	E	05/07/21		NA	NA	NA		0	0	0	0	0	0	844E	E	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.189	0.099	1.909090909	NA	05/07/21	NA	8992	9539		latd	A17	Early	15
844E	844	E	05/07/21		NA	NA	NA		0	0	0	0	0	0	844F	F	0	1	05/07/21	"LTB, RBB"	NA	05/07/21	1	0	N	0.072	0.052	1.384615385	NA	05/07/21	few	8993	9539		latd	A17	Early	15
844F	844	F	05/07/21		NA	NA	NA		0	0	0	0	0	0	844A	A	0	1	05/06/21	"LTB,RBB"	NA	05/06/21	1	0	N	0.191	0.176	1.085227273	0	05/06/21	no nods	8980	9527		latd	A17	Early	15
844F	844	F	05/07/21		NA	NA	NA		0	0	0	0	0	0	844B	B	1240000	3	05/07/21	"LTB, RBB"	0.031	05/06/21	3	0	N	0.18	0.119	1.512605042	NA	05/06/21	NA	8995	9538		latd	A17	Early	15
844F	844	F	05/07/21		NA	NA	NA		0	0	0	0	0	0	844C	C	0	NA			NA	05/07/21	1	0	N	0.139	0.062	2.241935484	NA	05/07/21	NA	8983	9540	"few, added 12 to merge tube"	latd	A17	Early	15
844F	844	F	05/07/21		NA	NA	NA		0	0	0	0	0	0	844D	D	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.166	0.122	1.360655738	NA	05/07/21	few	8992	9538		latd	A17	Early	15
844F	844	F	05/07/21		NA	NA	NA		0	0	0	0	0	0	844E	E	0	2	05/07/21	"LTB, RBB"	NA	05/07/21	2	0	N	0.189	0.099	1.909090909	NA	05/07/21	NA	8992	9539		latd	A17	Early	15
844F	844	F	05/07/21		NA	NA	NA		0	0	0	0	0	0	844F	F	0	1	05/07/21	"LTB, RBB"	NA	05/07/21	1	0	N	0.072	0.052	1.384615385	NA	05/07/21	few	8993	9539		latd	A17	Early	15
845A	845	A	05/10/21	y	4	1	NA	845_A_0056_cropped.tif	320	1.526	0.005	1.827	0.724	0.923	845A	A	1.26E+08	2	05/10/21	LTB	0.137	05/10/21	2	10	F	1.068	0.419	2.548926014	2	05/10/21	bottom	9482	9532		hcl	A17	Early	3
845A	845	A	05/10/21	y	4	1	NA	845_A_0056_cropped.tif	320	1.526	0.005	1.827	0.724	0.923	845B	B	2.43E+08	3	05/11/21	MAGP	0.097	05/11/21	3	2	F	1.514	0.849	1.783274441	3	05/11/21	even	9486	9565		hcl	A17	Early	3
845A	845	A	05/10/21	y	4	1	NA	845_A_0056_cropped.tif	320	1.526	0.005	1.827	0.724	0.923	845C	C	1.79E+08	2	05/12/21	MAGP	0.049	05/12/21	2	5	F	0.614	NA	NA	2	05/12/21	even	9484	9537		hcl	A17	Early	3
845A	845	A	05/10/21	y	4	1	NA	845_A_0056_cropped.tif	320	1.526	0.005	1.827	0.724	0.923	845D	D	2.22E+08	2	5/13/21	JH	NA	5/13/21	2	4	F	1.083	0.569	1.903339192	2	5/13/21	even	9509	9554		hcl	A17	Early	3
845A	845	A	05/10/21	y	4	1	NA	845_A_0056_cropped.tif	320	1.526	0.005	1.827	0.724	0.923	845E	E	0	2	5/14/21	LTB	NA	5/14/21	2	8	F	1.689	0.707	2.388967468	2	5/14/21	NA	9515	9559	note says long pink nodules	hcl	A17	Early	3
845B	845	B	05/11/21	Y	6	NA	NA	845_B_0065_cropped.tif	121	2.361	0.02	5.421	0.628	0.919	845A	A	1.26E+08	2	05/10/21	LTB	0.137	05/10/21	2	10	F	1.068	0.419	2.548926014	2	05/10/21	bottom	9482	9532		hcl	A17	Early	3
845B	845	B	05/11/21	Y	6	NA	NA	845_B_0065_cropped.tif	121	2.361	0.02	5.421	0.628	0.919	845B	B	2.43E+08	3	05/11/21	MAGP	0.097	05/11/21	3	2	F	1.514	0.849	1.783274441	3	05/11/21	even	9486	9565		hcl	A17	Early	3
845B	845	B	05/11/21	Y	6	NA	NA	845_B_0065_cropped.tif	121	2.361	0.02	5.421	0.628	0.919	845C	C	1.79E+08	2	05/12/21	MAGP	0.049	05/12/21	2	5	F	0.614	NA	NA	2	05/12/21	even	9484	9537		hcl	A17	Early	3
845B	845	B	05/11/21	Y	6	NA	NA	845_B_0065_cropped.tif	121	2.361	0.02	5.421	0.628	0.919	845D	D	2.22E+08	2	5/13/21	JH	NA	5/13/21	2	4	F	1.083	0.569	1.903339192	2	5/13/21	even	9509	9554		hcl	A17	Early	3
845B	845	B	05/11/21	Y	6	NA	NA	845_B_0065_cropped.tif	121	2.361	0.02	5.421	0.628	0.919	845E	E	0	2	5/14/21	LTB	NA	5/14/21	2	8	F	1.689	0.707	2.388967468	2	5/14/21	NA	9515	9559	note says long pink nodules	hcl	A17	Early	3
845C	845	C	05/12/21	y	8	NA	NA	845_C_0108_cropped.tif	316	2.127	0.007	2.269	0.684	0.93	845A	A	1.26E+08	2	05/10/21	LTB	0.137	05/10/21	2	10	F	1.068	0.419	2.548926014	2	05/10/21	bottom	9482	9532		hcl	A17	Early	3
845C	845	C	05/12/21	y	8	NA	NA	845_C_0108_cropped.tif	316	2.127	0.007	2.269	0.684	0.93	845B	B	2.43E+08	3	05/11/21	MAGP	0.097	05/11/21	3	2	F	1.514	0.849	1.783274441	3	05/11/21	even	9486	9565		hcl	A17	Early	3
845C	845	C	05/12/21	y	8	NA	NA	845_C_0108_cropped.tif	316	2.127	0.007	2.269	0.684	0.93	845C	C	1.79E+08	2	05/12/21	MAGP	0.049	05/12/21	2	5	F	0.614	NA	NA	2	05/12/21	even	9484	9537		hcl	A17	Early	3
845C	845	C	05/12/21	y	8	NA	NA	845_C_0108_cropped.tif	316	2.127	0.007	2.269	0.684	0.93	845D	D	2.22E+08	2	5/13/21	JH	NA	5/13/21	2	4	F	1.083	0.569	1.903339192	2	5/13/21	even	9509	9554		hcl	A17	Early	3
845C	845	C	05/12/21	y	8	NA	NA	845_C_0108_cropped.tif	316	2.127	0.007	2.269	0.684	0.93	845E	E	0	2	5/14/21	LTB	NA	5/14/21	2	8	F	1.689	0.707	2.388967468	2	5/14/21	NA	9515	9559	note says long pink nodules	hcl	A17	Early	3
845D	845	D	5/13/2021	Y	7	NA	NA	845_D_0118_cropped.tif	102	1.956	0.019	4.406	0.643	0.925	845A	A	1.26E+08	2	05/10/21	LTB	0.137	05/10/21	2	10	F	1.068	0.419	2.548926014	2	05/10/21	bottom	9482	9532		hcl	A17	Early	3
845D	845	D	5/13/2021	Y	7	NA	NA	845_D_0118_cropped.tif	102	1.956	0.019	4.406	0.643	0.925	845B	B	2.43E+08	3	05/11/21	MAGP	0.097	05/11/21	3	2	F	1.514	0.849	1.783274441	3	05/11/21	even	9486	9565		hcl	A17	Early	3
845D	845	D	5/13/2021	Y	7	NA	NA	845_D_0118_cropped.tif	102	1.956	0.019	4.406	0.643	0.925	845C	C	1.79E+08	2	05/12/21	MAGP	0.049	05/12/21	2	5	F	0.614	NA	NA	2	05/12/21	even	9484	9537		hcl	A17	Early	3
845D	845	D	5/13/2021	Y	7	NA	NA	845_D_0118_cropped.tif	102	1.956	0.019	4.406	0.643	0.925	845D	D	2.22E+08	2	5/13/21	JH	NA	5/13/21	2	4	F	1.083	0.569	1.903339192	2	5/13/21	even	9509	9554		hcl	A17	Early	3
845D	845	D	5/13/2021	Y	7	NA	NA	845_D_0118_cropped.tif	102	1.956	0.019	4.406	0.643	0.925	845E	E	0	2	5/14/21	LTB	NA	5/14/21	2	8	F	1.689	0.707	2.388967468	2	5/14/21	NA	9515	9559	note says long pink nodules	hcl	A17	Early	3
845E	845	E	5/14/2021	Y	11	NA	NA	845_E_0157_cropped.tif	220	3.465	0.016	6.841	0.675	0.917	845A	A	1.26E+08	2	05/10/21	LTB	0.137	05/10/21	2	10	F	1.068	0.419	2.548926014	2	05/10/21	bottom	9482	9532		hcl	A17	Early	3
845E	845	E	5/14/2021	Y	11	NA	NA	845_E_0157_cropped.tif	220	3.465	0.016	6.841	0.675	0.917	845B	B	2.43E+08	3	05/11/21	MAGP	0.097	05/11/21	3	2	F	1.514	0.849	1.783274441	3	05/11/21	even	9486	9565		hcl	A17	Early	3
845E	845	E	5/14/2021	Y	11	NA	NA	845_E_0157_cropped.tif	220	3.465	0.016	6.841	0.675	0.917	845C	C	1.79E+08	2	05/12/21	MAGP	0.049	05/12/21	2	5	F	0.614	NA	NA	2	05/12/21	even	9484	9537		hcl	A17	Early	3
845E	845	E	5/14/2021	Y	11	NA	NA	845_E_0157_cropped.tif	220	3.465	0.016	6.841	0.675	0.917	845D	D	2.22E+08	2	5/13/21	JH	NA	5/13/21	2	4	F	1.083	0.569	1.903339192	2	5/13/21	even	9509	9554		hcl	A17	Early	3
845E	845	E	5/14/2021	Y	11	NA	NA	845_E_0157_cropped.tif	220	3.465	0.016	6.841	0.675	0.917	845E	E	0	2	5/14/21	LTB	NA	5/14/21	2	8	F	1.689	0.707	2.388967468	2	5/14/21	NA	9515	9559	note says long pink nodules	hcl	A17	Early	3
846A	846	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	846A	A	28400000	3	05/06/21	"LTB,RBB"	0.037	05/06/21	3	0	N	0.142	0.103	1.378640777	2	05/06/21	bottom	8980	9541		nad1	A17	Late	10
846A	846	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	846B	B	3.00E+07	2	05/07/21	"LTB, RBB"	0.052	05/06/21	3	0	N	0.217	0.21	1.033333333	2	05/07/21	bottom	8997	9538		nad1	A17	Late	10
846A	846	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	846C	C	30300000	3	05/07/21	"LTB, RBB"	0.074	05/07/21	3	0	N	0.256	0.308	0.831168831	2	05/07/21	bottom	8998	9542		nad1	A17	Late	10
846A	846	A	05/06/21		NA	NA	NA		0	0	0	0	0	0	846D	D	75400000	2	NA	JH	NA	5/13/21	2	0	N	0.111	0.197	0.563451777	1	5/13/21	even	9504	9554		nad1	A17	Late	10
846B	846	B	05/07/21	y	2	NA	NA	846_B_0017_cropped.tif	610	0.379	0.000622	0.506	0.912	0.921	846A	A	28400000	3	05/06/21	"LTB,RBB"	0.037	05/06/21	3	0	N	0.142	0.103	1.378640777	2	05/06/21	bottom	8980	9541		nad1	A17	Late	10
846B	846	B	05/07/21	y	2	NA	NA	846_B_0017_cropped.tif	610	0.379	0.000622	0.506	0.912	0.921	846B	B	3.00E+07	2	05/07/21	"LTB, RBB"	0.052	05/06/21	3	0	N	0.217	0.21	1.033333333	2	05/07/21	bottom	8997	9538		nad1	A17	Late	10
846B	846	B	05/07/21	y	2	NA	NA	846_B_0017_cropped.tif	610	0.379	0.000622	0.506	0.912	0.921	846C	C	30300000	3	05/07/21	"LTB, RBB"	0.074	05/07/21	3	0	N	0.256	0.308	0.831168831	2	05/07/21	bottom	8998	9542		nad1	A17	Late	10
846B	846	B	05/07/21	y	2	NA	NA	846_B_0017_cropped.tif	610	0.379	0.000622	0.506	0.912	0.921	846D	D	75400000	2	NA	JH	NA	5/13/21	2	0	N	0.111	0.197	0.563451777	1	5/13/21	even	9504	9554		nad1	A17	Late	10
846C	846	C	05/07/21	y	2	NA	NA	846_C_0020_cropped.tif	588	0.487	0.000829	1.03	0.921	0.93	846A	A	28400000	3	05/06/21	"LTB,RBB"	0.037	05/06/21	3	0	N	0.142	0.103	1.378640777	2	05/06/21	bottom	8980	9541		nad1	A17	Late	10
846C	846	C	05/07/21	y	2	NA	NA	846_C_0020_cropped.tif	588	0.487	0.000829	1.03	0.921	0.93	846B	B	3.00E+07	2	05/07/21	"LTB, RBB"	0.052	05/06/21	3	0	N	0.217	0.21	1.033333333	2	05/07/21	bottom	8997	9538		nad1	A17	Late	10
846C	846	C	05/07/21	y	2	NA	NA	846_C_0020_cropped.tif	588	0.487	0.000829	1.03	0.921	0.93	846C	C	30300000	3	05/07/21	"LTB, RBB"	0.074	05/07/21	3	0	N	0.256	0.308	0.831168831	2	05/07/21	bottom	8998	9542		nad1	A17	Late	10
846C	846	C	05/07/21	y	2	NA	NA	846_C_0020_cropped.tif	588	0.487	0.000829	1.03	0.921	0.93	846D	D	75400000	2	NA	JH	NA	5/13/21	2	0	N	0.111	0.197	0.563451777	1	5/13/21	even	9504	9554		nad1	A17	Late	10
846D	846	D	5/13/2021	Y	7	NA	NA	846_D_0116_cropped.tif	286	0.681	0.002	1.282	0.882	0.943	846A	A	28400000	3	05/06/21	"LTB,RBB"	0.037	05/06/21	3	0	N	0.142	0.103	1.378640777	2	05/06/21	bottom	8980	9541		nad1	A17	Late	10
846D	846	D	5/13/2021	Y	7	NA	NA	846_D_0116_cropped.tif	286	0.681	0.002	1.282	0.882	0.943	846B	B	3.00E+07	2	05/07/21	"LTB, RBB"	0.052	05/06/21	3	0	N	0.217	0.21	1.033333333	2	05/07/21	bottom	8997	9538		nad1	A17	Late	10
846D	846	D	5/13/2021	Y	7	NA	NA	846_D_0116_cropped.tif	286	0.681	0.002	1.282	0.882	0.943	846C	C	30300000	3	05/07/21	"LTB, RBB"	0.074	05/07/21	3	0	N	0.256	0.308	0.831168831	2	05/07/21	bottom	8998	9542		nad1	A17	Late	10
846D	846	D	5/13/2021	Y	7	NA	NA	846_D_0116_cropped.tif	286	0.681	0.002	1.282	0.882	0.943	846D	D	75400000	2	NA	JH	NA	5/13/21	2	0	N	0.111	0.197	0.563451777	1	5/13/21	even	9504	9554		nad1	A17	Late	10
847B	847	B	05/07/21	y	2	NA	NA	847_B_0019_cropped.tif	47	0.016	0.00035	0.022	0.89	0.892	847A	A	3.10E+07	3	05/06/21	"LTB,RBB"	0.021	05/06/21	3	0	N	0.226	0.241	0.937759336	2	05/06/21	bottom	8979	9541		ipd3	A17	Early	14
847B	847	B	05/07/21	y	2	NA	NA	847_B_0019_cropped.tif	47	0.016	0.00035	0.022	0.89	0.892	847B	B	7900000	3	05/07/21	"LTB, RBB"	0.012	05/06/21	3	0	N	0.236	0.286	0.825174825	1	05/07/21	bottom	8989	9540		ipd3	A17	Early	14
847B	847	B	05/07/21	y	2	NA	NA	847_B_0019_cropped.tif	47	0.016	0.00035	0.022	0.89	0.892	847C	C	9500000	3	05/08/21	"LTB,RBB"	NA	05/08/21	3	0	N	0.332	0.438	0.757990868	2	05/08/21	bottom	8982	9527		ipd3	A17	Early	14
847B	847	B	05/07/21	y	2	NA	NA	847_B_0019_cropped.tif	47	0.016	0.00035	0.022	0.89	0.892	847E	E	4.90E+07	3	5/15/21	"JH,MAGP"	NA	5/14/21	3	0	N	0.213	0.196	1.086734694	2	5/15/21	even	9516	9568		ipd3	A17	Early	14
847B	847	B	05/07/21	y	2	NA	NA	847_B_0019_cropped.tif	47	0.016	0.00035	0.022	0.89	0.892	847F	F	0	NA			NA	5/14/21	3	0	N	0.308	NA	NA	NA	NA	NA	9515	NA		ipd3	A17	Early	14
847A	847	A	05/08/21	y	3	1	NA	847_A_0006_cropped.tif	313	0.342	0.001	0.795	0.88	0.922	847A	A	3.10E+07	3	05/06/21	"LTB,RBB"	0.021	05/06/21	3	0	N	0.226	0.241	0.937759336	2	05/06/21	bottom	8979	9541		ipd3	A17	Early	14
847A	847	A	05/08/21	y	3	1	NA	847_A_0006_cropped.tif	313	0.342	0.001	0.795	0.88	0.922	847B	B	7900000	3	05/07/21	"LTB, RBB"	0.012	05/06/21	3	0	N	0.236	0.286	0.825174825	1	05/07/21	bottom	8989	9540		ipd3	A17	Early	14
847A	847	A	05/08/21	y	3	1	NA	847_A_0006_cropped.tif	313	0.342	0.001	0.795	0.88	0.922	847C	C	9500000	3	05/08/21	"LTB,RBB"	NA	05/08/21	3	0	N	0.332	0.438	0.757990868	2	05/08/21	bottom	8982	9527		ipd3	A17	Early	14
847A	847	A	05/08/21	y	3	1	NA	847_A_0006_cropped.tif	313	0.342	0.001	0.795	0.88	0.922	847E	E	4.90E+07	3	5/15/21	"JH,MAGP"	NA	5/14/21	3	0	N	0.213	0.196	1.086734694	2	5/15/21	even	9516	9568		ipd3	A17	Early	14
847A	847	A	05/08/21	y	3	1	NA	847_A_0006_cropped.tif	313	0.342	0.001	0.795	0.88	0.922	847F	F	0	NA			NA	5/14/21	3	0	N	0.308	NA	NA	NA	NA	NA	9515	NA		ipd3	A17	Early	14
847C	847	C	05/08/21	y	3	NA	NA	847_C_0028_cropped.tif	202	0.126	0.000622	0.497	0.913	0.924	847A	A	3.10E+07	3	05/06/21	"LTB,RBB"	0.021	05/06/21	3	0	N	0.226	0.241	0.937759336	2	05/06/21	bottom	8979	9541		ipd3	A17	Early	14
847C	847	C	05/08/21	y	3	NA	NA	847_C_0028_cropped.tif	202	0.126	0.000622	0.497	0.913	0.924	847B	B	7900000	3	05/07/21	"LTB, RBB"	0.012	05/06/21	3	0	N	0.236	0.286	0.825174825	1	05/07/21	bottom	8989	9540		ipd3	A17	Early	14
847C	847	C	05/08/21	y	3	NA	NA	847_C_0028_cropped.tif	202	0.126	0.000622	0.497	0.913	0.924	847C	C	9500000	3	05/08/21	"LTB,RBB"	NA	05/08/21	3	0	N	0.332	0.438	0.757990868	2	05/08/21	bottom	8982	9527		ipd3	A17	Early	14
847C	847	C	05/08/21	y	3	NA	NA	847_C_0028_cropped.tif	202	0.126	0.000622	0.497	0.913	0.924	847E	E	4.90E+07	3	5/15/21	"JH,MAGP"	NA	5/14/21	3	0	N	0.213	0.196	1.086734694	2	5/15/21	even	9516	9568		ipd3	A17	Early	14
847C	847	C	05/08/21	y	3	NA	NA	847_C_0028_cropped.tif	202	0.126	0.000622	0.497	0.913	0.924	847F	F	0	NA			NA	5/14/21	3	0	N	0.308	NA	NA	NA	NA	NA	9515	NA		ipd3	A17	Early	14
847E	847	E	5/15/2021	Y	NA	1	234	847_E_0174_cropped.tif	234	0.242	0.001	0.367	0.889	0.912	847A	A	3.10E+07	3	05/06/21	"LTB,RBB"	0.021	05/06/21	3	0	N	0.226	0.241	0.937759336	2	05/06/21	bottom	8979	9541		ipd3	A17	Early	14
847E	847	E	5/15/2021	Y	NA	1	234	847_E_0174_cropped.tif	234	0.242	0.001	0.367	0.889	0.912	847B	B	7900000	3	05/07/21	"LTB, RBB"	0.012	05/06/21	3	0	N	0.236	0.286	0.825174825	1	05/07/21	bottom	8989	9540		ipd3	A17	Early	14
847E	847	E	5/15/2021	Y	NA	1	234	847_E_0174_cropped.tif	234	0.242	0.001	0.367	0.889	0.912	847C	C	9500000	3	05/08/21	"LTB,RBB"	NA	05/08/21	3	0	N	0.332	0.438	0.757990868	2	05/08/21	bottom	8982	9527		ipd3	A17	Early	14
