"strains"	"A17"	"latd"	"ipd3"	"nad1"	"dnf2"	"dnf3"	"dnf6"	"dnf7"	"sunn4"	"sunn1"	"rdn1"	"hcl"	"dnf1"	"dnf4"	"dnf5dnf2"	"dnf1dnf2"
"MAG242"	-1.84147746911785	-2.6839615884122	-2.54915753837928	-1.93458851824237	-1.75350665579006	-1.59402837315603	-1.90547456045845	-1.89033563198327	-1.48024346427512	-1.17299171138395	-1.22092766797953	-2.64437315521648	-1.74335484905315	-2.23693687535809	-2.19717991537074	-1.35695482735337
"MAG243A"	-0.603015368981189	-1.18735636267484	-0.923687783204826	-0.878659368136299	-0.881704330604999	-0.793222915449392	-0.694452719626647	-1.17234511832068	-0.693192729259951	-0.775344599422608	-0.674328432717888	-1.06997277576911	-0.35805560729865	-0.595465486185781	-1.11138892169756	-0.947571751344108
"MAG245"	0.120353072120065	-0.940282416897573	-1.09334728829472	-0.0133564391686616	-0.269634960238037	-0.154132973756615	-0.649514418605163	-0.735890595514899	-0.354641445252274	-0.306922208858756	-0.394215042236409	-0.967363002285127	-0.7273150208346	-0.85169517249054	0.0324675996274002	-0.235571156846035
"MAG248"	-0.0804925917539535	-1.36293347186275	-0.677212244988697	-0.376394750950291	0.144969282036024	0.217984477094907	0.472745662161833	-0.8884676775214	-0.928051561132105	-0.558414905844197	0.206840180281592	-0.853714928328403	0.25913781783402	-0.220400309733389	-1.49534897144571	-0.440662133052081
"MAG258"	-0.47469148000762	-1.80215651860423	-0.383953876018423	-0.56730841569728	-0.622388471419171	-0.246081231406989	-0.535785791636376	-0.829806232716265	-0.726189536763505	-0.754122760732833	-0.40251841084974	-0.301928339748864	-0.694178180458396	-0.551383630707083	-0.515667037686545	-0.833366920767975
"MAG259"	-0.963153752098225	-0.759406457208945	-1.24439861941687	-0.648843181826347	-0.797828147586355	-0.873118695059696	-0.678577767195394	-0.892877155954956	-1.09178107117528	-0.770573903179201	-0.610070052547331	-1.47736667884503	-0.568769017900039	-0.506312968938307	-1.1760513009407	-0.319846316418313
"MAG278"	-0.738723354804835	0.0692414973327574	0.487737384352496	1.18268761895066	-0.137495350527571	0.399551666889657	0.458575535962834	0.0921704754391147	-0.0862883405946157	-0.716563498764505	-0.176860620968587	-0.488030659919597	-0.348255804598111	0.143501668454156	0.25819330769943	-0.223260502489488
"MAG282"	-1.39632581681529	-1.62874397013866	-1.91994823502421	-1.41561284725778	-1.47838920785564	-1.37958218621291	-1.30650975258158	-1.79708573462714	-1.26898809637357	-1.28396314239184	-1.25283380730146	-1.83315877742378	-1.27195509068061	-1.50782488018455	-1.88024637871803	-1.38290480568933
"MAG286"	0.00735675527483863	0.824964181793097	-0.41074757701875	-0.666246235730929	-0.862559627830863	-0.909808283012849	0.670606155558049	-1.358544283079	-0.748925986038787	0.286605015586828	0.104917165106291	-0.812067626827669	0.491198620018226	-0.0678318528450802	-0.425733332328588	-0.972783269701976
"MAG313"	-1.06075104253861	-0.0706476641430194	-1.1121066689322	-1.09167756670551	-0.742948718655465	-0.744369216577911	-0.48796738912725	-1.34099072118688	-1.24744315617048	-0.683525575251994	-0.833937884418957	-1.0838355628088	-0.562238133885303	-0.501550329811254	-0.8689860171647	-0.567915040795412
"MAG320"	0.554223932743679	-0.417663277391102	0.68984647108605	0.405214537881512	0.384750210230263	0.657965625284537	0.415340310926051	0.349195104853351	0.818466074493522	0.333774822827771	0.957159208002675	0.432000822337427	0.465223592130796	0.193881118074164	0.282306517058922	0.446185385784833
"MAG322"	2.0655751578767	4.01820742674664	3.80048585728921	2.87996781965364	3.23329094786492	2.59716373100984	2.37974331695114	4.1234640455856	2.08865248161267	2.29758383965565	2.40642046602972	0.495122541427839	1.96998763038159	2.46819825201037	3.4299063188469	3.37606974527801
"MAG325"	-0.185437350265767	-1.46868734527332	-1.02075125023139	-0.528840917778419	-0.327622263847154	-0.410775065241727	0.0966114501651471	-0.722213709661009	-0.350988476586083	-0.412846835893093	-0.18353065250589	-0.100232146900172	-0.812188420363617	0.688538293103196	-0.732439551902694	-1.21104929556176
"MAG342"	-0.206213840645506	0.938009005584157	-0.397252446159706	-0.109247415641858	0.0856144828873817	0.250308594638696	0.0976148027439833	-0.105999271499492	0.342719131969964	0.0630096158529012	0.688369080120773	0.0229468883115663	0.371892859113826	-0.196461282492277	0.0223901190956812	-0.0231884958969856
"MAG358"	-1.4882900103781	0.500381905827415	-1.72250769215012	-1.89101607856831	-1.37243755080611	-1.88376362442138	-0.459558181014649	-1.57774227511534	-1.35379362733431	-0.820950757345605	-0.855503120188964	-1.24044538924002	-1.53657273863492	-1.4599305699115	-1.73769341674806	-2.20896194395616
"MAG373"	1.01167138287018	-0.31619056533997	0.35604915198481	0.363533267940288	0.487686666477229	1.01878667328758	0.883463596856618	0.258458072620414	1.18057898004116	0.726166644979327	1.42821494440289	1.47221186763025	1.08211475622324	0.274949757897557	0.142314212074183	0.494829272770575
"MAG384"	-1.53506264611148	-0.795390717092898	-1.70227698566158	-1.45468958607442	-1.04958510533904	-1.44563505811101	0.00768341164608959	-1.72541170129412	-1.12883125160707	-0.517372304532081	-1.70383607627041	-2.8617917163154	-1.03730267833872	-1.85396271781834	-1.4524942174368	-1.10115481942105
"MAG386"	0.390783199386295	2.33869270336417	0.198287956196275	0.577109960374025	0.5772014825185	0.536127422763069	0.470026215532001	0.43055294180098	0.574048807094128	0.942992315630366	0.815037964454593	0.599360371028462	0.658930366705805	0.289114369014736	0.248754771638611	0.251707509789103
"MAG406"	-0.219029198531444	0.981945155192765	0.204461489071419	0.280894509388572	0.110557127393893	-0.108389167853982	-0.512840484216444	-0.00757291163868638	0.661133121812432	0.779654046516842	0.287524504758992	0.573081819268329	-0.0390069161907396	0.535901672173956	-0.0374406563853357	0.279660035428549
"MAG417"	-1.16513171053614	-2.82805678028393	-2.22471922360082	-1.14659356156164	-3.35268710095259	-2.17566385049163	-2.05156244003255	-2.11932056357099	-1.55126861406937	-0.873513393014241	-1.04461769076355	-3.07834362802875	-0.702385439555559	-2.13830143864097	-1.7203449819391	-2.54118511551424
"MAG420"	-0.0514915996221912	-0.689869851561096	-0.105169982609925	-0.342366807232155	-0.106437325309414	-0.154298582361993	-0.174161224474037	-0.15864974536498	-0.157835070694999	-0.201061328674503	0.0651266681392297	-0.186138201877075	0.0910841920870836	-0.201373436007253	-0.297459437868873	-0.446853381817372
"MAG513"	0.612527245906584	-0.111940132248932	0.294867290991153	0.215971387892277	0.316014958955075	0.525187720143347	0.306462972622649	0.578122219009973	0.759027123425257	0.0720721891199072	0.823606884870472	0.139504494763211	0.91646553941517	0.344330146369697	0.387861701211252	0.220903010135373
"MAG514"	0.273984866796089	-0.254723997669455	0.121988685588014	-0.100528865912433	0.0516879860795542	0.0428908376413877	0.262318874737411	-0.00474581822795988	0.260681209157021	-0.0986312689248467	0.372027548766503	0.214001464102738	0.585564266044955	0.246267998655543	-0.259095404858001	0.00388844052681993
"MAG523"	-0.859954431718909	-2.20200072204717	-1.34935022745403	-1.38238318205871	-0.918161963106421	-1.31350106920129	-0.319384252651906	-1.7975384815862	-0.618223004789787	-0.341001173156608	-0.653913005425466	-1.53226159973271	-1.15752858352817	-1.78258375733183	-1.64518128613627	-1.41329744339648
"MAG530"	-1.58761008128508	-0.665696896212584	-1.68056986721885	-1.58167702545787	-1.0767020492364	-1.59046881915231	-0.0926432058113943	-1.63161052840996	-1.11864631602435	-0.453258573516546	-1.72749623181407	-2.68916035781685	-1.09795515544959	-1.6396513812432	-1.17325972665229	-1.15319494371214
"MAG533"	0.365438522566926	0.651441275997004	0.0985178075400764	-0.0251307821873273	0.0656345597451038	0.251958194071784	0.105742019752503	0.177659803989666	0.160666489958127	-0.162814580627294	0.622221723833573	0.0408494679688283	0.779414442817212	0.200978220420315	0.0934817206226282	0.0326440278861171
"MAG539"	-1.28073177265439	-1.76922441173736	-1.53136323812807	-1.95308709226863	-1.84714899199054	-1.52188661892764	-1.15905872901191	-1.43991899190011	-1.28327004779139	-1.30471435262554	-0.972660006423596	-1.30600690840441	-1.3911657764558	0.542305118864259	-1.76977681123094	-1.60064118664157
"MAG540"	-1.11262240302796	-1.04331362144582	-1.0375450130897	-0.8960356474493	-1.11058655888077	-0.678406063414445	-1.00304155907735	-1.67347291217715	-1.27467646523924	-1.0129164402229	-0.856135722067509	-1.71234150034169	-0.992370587580536	-1.12457797000629	-1.27903925652141	-0.931943693677114
"MAG701B"	0.150833706609023	-1.11224859212618	0.586559704883485	0.646237412922551	0.0630651921123278	0.0740530052545038	-0.220890498001791	-0.00993021449021271	-1.23071875796049	-0.259930693996933	0.021424619962316	0.302778781892625	-0.307373611528378	0.0356234877804447	0.20950068916084	-0.0441710332006482
"MAG714A"	0.495350700885255	-0.667740440199056	0.375411677783504	0.100501100573697	0.13424882860303	0.284606048405704	0.18348359470199	-0.20702237601876	0.388975964972596	0.0745666968274257	0.758894408320655	1.43312062798051	0.6800910420705	0.771523428006137	0.156729756983428	0.0816702538837445
"MAG722B"	0.335213831414084	0.374843943906828	0.616894269947346	1.02013335596287	0.770184391173503	1.14447881729761	1.334656000459	0.323926670141427	-0.00669732468491918	0.838441115667743	0.726957797045126	0.0162945255224158	0.383968857871112	1.50393115196584	1.16061265725404	-0.0848288862462867
"MAG726B"	-0.177688118193051	-1.49739052026493	-0.0451946342549732	0.770990087031761	0.142148668838585	0.389747993705539	0.644789448525397	0.0557561669798932	-0.460540179208813	-0.320841560735923	-0.148131855185436	-0.705675379236807	-0.00967459129057728	1.52566793318301	0.441668207957697	0.00988071452934833
"MAG726A"	-0.301863132508113	-1.81745311353146	-0.164630558490881	-0.285149979000876	-0.560103388529917	-0.167156742863636	-0.301567914897747	-0.599982978074549	-0.601748830310352	-0.616089518490436	-0.285384464783387	-0.025367083950351	-0.473374862573692	0.107554940401038	0.0729191262930722	-0.557038247479004
"MAG733A"	-0.362803735701661	-0.537876231050868	0.0448183114585841	-0.435782073678508	-0.294237713128068	-0.216057928107032	-0.863913506080725	-0.652649539298454	-0.258782325846365	-0.135556558233548	-0.272025110573272	-1.05776352692813	0.169010967013361	-0.811296317044797	-0.708264757762433	-0.531284432759508
"MAG739A"	0.626039515445714	-1.60727856373753	-0.758601027847273	-0.227428430911154	-0.22730030328958	-0.135027515269403	0.678995675896434	-0.229042927389483	-0.538639816027463	-0.0164374575837441	0.00135804107251206	0.11340002493711	0.245202368243994	0.270878083383755	-0.5380325803897	-0.864936370664008
"MAG746B"	-0.118198849926955	0.476111918901119	1.48931599683766	0.676520595439376	0.908656000392089	-0.0297567641300044	0.351121111932456	0.368445495345666	-0.0341132640288146	0.0673457049609131	0.323113674926501	-0.344025802996821	0.208925030661451	0.704912365401224	-0.0225957322384683	0.822257058103577
"MAG746A"	-0.39810341560726	0.160596275978196	0.30996655785828	-0.0246473384537211	0.306671291484666	-0.132532589490896	-0.114525544435222	-0.12763800191923	0.166200504263807	-0.251728744553165	-0.0726252216388183	-0.38545822911445	-0.252435731726149	-0.0662619881219751	-0.538802749852629	-0.042119734955965
"MAG748A"	-0.283831871117564	-1.19024792169656	-0.0168352382725738	0.266501491352969	0.520690267160429	0.445176952222087	-0.400452056909024	-0.0581427902413303	-0.636205164616681	-0.145397446415313	-0.27034442595403	-0.0308327204023289	-0.262796010885231	-0.595722942695849	0.559791503693637	0.710463806137603
"MAG749C"	0.986106922010004	-0.141160818343629	0.757591503374569	0.348728371018437	0.546153183124011	0.461182473442339	0.184302149776709	0.697749819567719	0.515005317281237	0.648774166370557	0.565796896024152	-0.087637023324182	0.562422269292241	0.283160453160836	1.43636563155462	0.661662361382491
"MAG749B"	0.0670553897302369	-1.80260473553869	-1.59387184593454	-1.0265708534727	-1.16959237177332	-1.0693414772722	-0.382991631897786	-1.09670589182539	-0.964886356193478	-0.820560477140936	0.105543852948709	-0.20339560808369	-0.611586098503864	-0.169926691219358	-1.34895658392792	-1.67283506292086
"MAG755A"	0.759165024055384	-0.207220410030261	-0.555978498256216	-0.382670224371276	0.210771577008129	-0.0374125689899673	0.352048923597574	-0.479637780485641	-0.291244124676135	0.177550637665459	0.294975880854162	-0.393792137327363	0.536972431354977	0.000744982539018946	-0.0907476001590377	-0.0848736083340412
"MAG761A"	0.118672662391898	-1.31916016919671	-0.414400018692212	-0.195574632580917	-0.188089859453032	-0.545247450129632	0.243045978537574	-0.21232052383904	-0.625497238353263	-0.471934758462487	0.128895399317203	-0.388980496184888	-0.0812627584608198	0.643890618135052	-0.303412273883165	-0.44671394807952
