"strains"	"latd"	"ipd3"	"nad1"	"dnf2"	"dnf3"	"dnf6"	"dnf7"	"sunn4"	"sunn1"	"rdn1"	"hcl"	"dnf1"	"dnf4"	"dnf5dnf2"	"dnf1dnf2"
"MAG514"	-0.651459884119351	-0.227454083505653	-0.474472039510128	-0.463471886003194	-0.346112875470303	-0.13051616314622	-0.520506425013736	-0.207280887504176	-0.618895210298704	-0.0627141064105557	-0.270109926491009	0.147023060584043	-0.150467887794352	-0.649931754341146	-0.325799696656887
"MAG523"	-1.7377099939447	-0.964916397935487	-0.787368959265744	-0.631480924815085	-0.76261090642239	0.043062877456449	-1.39042856502551	-0.117708184641324	0.146675446943719	-0.0607421886914657	-1.37779943909272	-0.592073702520486	-1.31829302922935	-1.04263443211165	-1.03289422086688
"MAG530"	0.450559478483517	-0.722220794201352	-0.415462546834026	-0.48044876069928	-0.382331576116331	0.972505522157636	-0.262912563909749	0.113999198190216	0.82970297805439	-0.641407465446656	-2.0835429694355	-0.0327967706425802	-0.523395006547099	-0.0448448451374994	0.0589740537098586
"MAG533"	0.235529731235794	-0.204961396122397	-0.43903236673126	-0.394523770131296	-0.189773280062234	-0.295757170349012	-0.292337269125957	-0.278431746692988	-0.473390782763943	0.170798102592675	-0.423197374752699	0.490555525693417	-0.214933324340895	-0.262189510316467	-0.436333384215347
"MAG539"	-0.455139469241315	0.129409230852602	-0.750932030139142	-0.530968444845804	-0.59519546440432	0.192748299972296	-0.0978275660433017	0.432212028130626	0.0934644709321866	0.371681827438275	-0.610331803457129	-0.0939156186802412	1.8563900613603	-0.402614427752944	-0.26757991255054
"MAG540"	0.214879323992318	0.148491312195897	0.279335788587862	0.144962552250955	0.515045026913669	0.162201945454902	-0.398946790129663	-0.0238645614392619	0.277287451904138	0.299976600410501	-0.399288511782116	0.174725480064519	0.133614975431843	-0.0179130541511401	0.197698422104397
"MAG701B"	-1.19522356340248	0.554449920256433	0.389483348298993	-0.0100830054730007	0.0567726067151792	-0.329200084598119	-0.037484138339366	-1.34650410576042	-0.33808421772935	0.00225472625686317	0.23264657627719	-0.332954995794299	-0.0473514834958568	0.0685067885661794	-0.302059840052833
"MAG714A"	-1.19551828540636	-0.224465527285548	-0.373427458916471	-0.454395187745224	-0.333368263051678	-0.205923683940872	-0.716270501578347	0.00328663377681226	-0.473463131531772	0.295133912486549	0.884742156268046	0.192405608944989	0.243745582798836	-0.587977138596657	-0.353871692496855
"MAG722B"	0.0550500999805588	0.288426740627765	0.503012619128747	0.446571037008292	0.876462211969038	1.139837337839	0.152348178553427	-0.414142812558926	0.269454073742617	0.42679722091142	-0.703426229542899	0.257424332684819	1.18413730803957	0.797330096954133	-0.434379504582659
"MAG726B"	-1.47847949174063	0.0581593377689649	0.598062321801372	0.111274480629492	0.668369232348894	0.644829344893965	0.082090877268627	-0.526427246134002	-0.262902422616383	-0.11125110342881	-0.622064474462026	0.230174018957101	1.54457896170732	0.54073988528235	0.00845518948846048
"MAG726A"	-1.61579197991666	0.0210903606609685	-0.227209657600356	-0.449366786078608	0.107932741288968	-0.0852301018895389	-0.380269855370558	-0.34413587222436	-0.371217877351584	-0.0857163157594398	0.189710147929716	-0.227080446262005	0.309216074015838	0.0781901457435973	-0.171044174830729
"MAG733A"	-0.282436480351524	0.136935743577547	-0.0575594178093926	0.094956806998465	0.144520359914462	-0.574207822795156	-0.46513014783596	0.0139848883157724	0.128746584939706	-0.148059917365875	-0.947526635745845	0.241844034831978	-0.555856566345454	-0.413508568510359	-0.210363172620178
"MAG739A"	-1.88365761422912	-0.891903286895657	-0.542736273390584	-0.453009141698793	-0.409048754256003	0.273687914816106	-0.601221520306012	-0.797546823307592	-0.483756221548785	-0.275850698625882	-0.363646458975628	0.109990284926808	-0.00550096710783887	-0.807999872510447	-1.10978850786986
"MAG746B"	0.665250855488319	1.65372172935223	1.42325136010539	1.01344338154815	0.195987246258631	0.464170296154947	0.734060197446662	-0.0606139346506697	0.015714440447564	0.702769949122479	-0.388446131302712	0.196727994888141	0.894051301988424	0.296535366919518	0.876991922886412
"MAG746A"	0.265860852823433	0.420418382371367	0.340920104725629	0.494924954377004	-0.0664968417442359	0.037584823060749	0.045917153146565	0.0953544279480792	-0.312210949159639	0.128341330207877	-0.045552839315175	-0.116586408377158	0.0390025887232617	-0.572877724526596	0.0367745323804806
"MAG748A"	-1.026735565342	0.248388615421943	0.408454994407766	0.635594254628853	0.641274909928332	-0.354701093060497	0.0380406101071936	-0.344200970940167	-0.0329588334081292	0.0900772249936059	-0.0294139600683238	-0.011179151645543	-0.432210586341293	0.784709097038758	0.953117200933453
"MAG749C"	-1.102821053402	-0.217237887106098	-0.66176268125829	-0.424361113395531	-0.508624904060018	-0.664757334706799	-0.331887600318096	-0.446621060466884	-0.305694754703511	-0.423525355662596	-0.673847214958299	-0.432381642296656	-0.678499781897532	0.409912841468001	-0.335968933504806
"MAG749B"	-2.22180053699485	-1.98509665944471	-1.76344166205308	-1.62198900314294	-1.47407525919741	-0.790053279696747	-1.46210788040937	-1.30530670411517	-1.13904434482408	-0.479952293972749	-0.723527263717436	-1.13395614896651	-0.589122492675515	-1.88084337665522	-2.09949706472249
"MAG755A"	-1.28152003699206	-1.64675151754882	-1.4286516469665	-1.03436758559929	-1.16544589684088	-0.6655883312631	-1.63447703366544	-1.2634106115824	-1.019061499484	-0.614731549780373	-1.41445105276438	-0.290434154909921	-1.07355464442278	-1.14634855775982	-1.21815177891856
"MAG761A"	-1.35850544177272	-0.374289437239157	-0.247763868992608	-0.292422567783805	-0.581567798413365	0.0337292172565509	-0.286486232853428	-0.657471097981196	-0.594283554532933	0.155153301768084	-0.408090906084311	-0.279789097497408	0.60454534555905	-0.278681946631396	-0.611410270195479
